id,name,city,zipcode,address,phone,category,category_loc,category_food,price,rating,review_count,price_yelp,rating_yelp,review_count_yelp,price_trip,rating_trip,review_count_trip,hours_sun_open,hours_sun_close,hours_mon_open,hours_mon_close,hours_tue_open,hours_tue_close,hours_wed_open,hours_wed_close,hours_thu_open,hours_thu_close,hours_fri_open,hours_fri_close,hours_sat_open,hours_sat_close
227,Grand Cafe Omni Hotel,Los Angeles,90012.0,251 S Olive St,2133564155.0,breakfast & brunch,american,breakfast & brunch,2.0,4.25,369,2.0,4.0,322,2.5,4.5,47,630.0,1500.0,630.0,1500.0,630.0,1500.0,630.0,1500.0,630.0,1500.0,700.0,1500.0,700.0,1500.0
228,Ocho Mexican Grill,Los Angeles,90012.0,255 S Grand Ave,2137884888.0,fast food,mexican,fast food,1.0,4.0,216,1.0,3.5,190,1.0,4.5,26,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,1600.0,1100.0,1600.0
229,Church and State,Los Angeles,90021.0,1850 Industrial St,2134051434.0,bars,french,bars,3.0,3.75,1773,3.0,3.5,1613,2.5,4.0,160,1130.0,1430.0,1730.0,2100.0,1130.0,1430.0,1730.0,2100.0,1130.0,1430.0,1730.0,2100.0,1130.0,1430.0
230,Bestia Restaurant,Los Angeles,90021.0,2121 E 7th Pl,2135145724.0,italian,italian,other,3.0,4.5,5088,3.0,4.5,4600,4.0,4.5,488,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2400.0,1700.0,2400.0,1700.0,2300.0
231,Yxta,Los Angeles,90021.0,601 S Central Ave,2135965579.0,mexican,mexican,other,2.0,4.25,942,2.0,4.0,890,2.5,4.5,52,1130.0,2100.0,1130.0,2100.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1600.0,2200.0,1700.0,2200.0
232,Pizzanista!,Los Angeles,90021.0,2019 E 7th St,2136271430.0,pizza,italian,pizza,1.0,4.25,870,1.0,4.0,851,1.0,4.5,19,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2200.0,1100.0,1200.0
233,Little Bear,Los Angeles,90021.0,1855 Industrial St,2136228100.0,other,other,other,2.0,3.75,719,2.0,3.5,695,2.5,4.0,24,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1000.0,200.0,1000.0,200.0
234,Pour Haus Wine Bar,Los Angeles,90021.0,1820 Industrial St,2133270304.0,american,american,other,2.0,4.5,441,2.0,4.5,431,2.5,4.5,10,1200.0,2130.0,1200.0,2200.0,1200.0,2200.0,1200.0,2200.0,1200.0,2400.0,1200.0,2400.0,1200.0,2130.0
235,Farmer Boys,Los Angeles,90021.0,726 S Alameda St,2132288999.0,breakfast & brunch,american,breakfast & brunch,1.0,4.0,425,1.0,3.5,418,1.0,4.5,7,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0
236,Officine Brera,Los Angeles,90021.0,1331 E 6th St,2135538006.0,italian,italian,other,3.0,4.25,489,3.0,4.0,417,4.0,4.5,72,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0
237,Taqueria Los Anaya,Los Angeles,90016.0,4651 W Adams Blvd,3237314070.0,mexican,mexican,other,1.0,4.5,903,1.0,4.5,877,1.0,4.5,26,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,800.0,1700.0
238,Honeybees House of Breakfast,Los Angeles,90016.0,4715 W Adams Blvd,3237317203.0,cafe,other,cafe,1.0,4.25,629,1.0,4.0,614,1.0,4.5,15,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0
239,Phillips Barbeque,Los Angeles,90016.0,2619 Crenshaw Blvd,3237314772.0,barbecue,other,barbecue,2.0,4.5,412,2.0,4.0,406,,5.0,6,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,1800.0,1100.0,2200.0
240,JNJ Burger & BBQ,Los Angeles,90016.0,5754 W Adams Blvd,3239345390.0,barbecue,other,barbecue,1.0,4.25,418,1.0,4.0,411,1.0,4.5,7,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1930.0,1000.0,1930.0,,
241,Delicious Pizza,Los Angeles,90016.0,5419 W Adams Blvd,3234243014.0,pizza,italian,pizza,2.0,4.25,379,2.0,4.0,366,2.5,4.5,13,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1000.0,2300.0,1000.0,2300.0
242,Normandie Pate,Los Angeles,90016.0,3022 S Cochran Ave,3239395528.0,cafe,french,cafe,2.0,4.25,153,2.0,3.5,147,,5.0,6,700.0,1700.0,700.0,1700.0,700.0,1700.0,700.0,1700.0,700.0,1700.0,700.0,1600.0,830.0,1500.0
243,Harold and Belle's,Los Angeles,90018.0,2920 W Jefferson Blvd,3237359918.0,american,american,other,2.0,3.75,721,2.0,3.5,647,2.5,4.0,74,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1130.0,2300.0,1130.0,2200.0
244,Dulan's On Crenshaw,Los Angeles,90043.0,4859 Crenshaw Blvd,3232963034.0,american,american,other,2.0,4.25,431,2.0,4.0,398,2.5,4.5,33,1100.0,2000.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2000.0
245,Orleans and York Deli,Los Angeles,90043.0,4454 W Slauson Ave,3232918800.0,american,american,other,2.0,4.5,632,2.0,4.5,590,2.5,4.5,42,1000.0,2030.0,1000.0,2030.0,1000.0,2030.0,1000.0,2030.0,1000.0,2130.0,1000.0,2130.0,1030.0,2130.0
246,Simply Wholesome,Los Angeles,90043.0,4508 W Slauson Ave,3232942144.0,american,american,other,2.0,4.25,561,2.0,4.0,532,2.5,4.5,29,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,1000.0,2100.0
247,LA Louisanne INC,Los Angeles,90043.0,5812 Overhill Dr,3232935073.0,american,american,other,2.0,3.25,241,2.0,2.5,221,2.5,4.0,20,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0
248,JW's Steakhouse,Los Angeles,90045.0,5855 West Century Boulevard,3106415700.0,seafood,american,seafood,3.0,4.25,236,3.0,4.0,97,4.0,4.5,139,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0
249,Ayara Thai Cuisine,Los Angeles,90045.0,6245 W 87th St,3104108848.0,thai,thai,other,2.0,4.25,1843,2.0,4.0,1636,2.5,4.5,207,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
250,Kanpai Sushi Bar and Grill,Los Angeles,90045.0,8325 Lincoln Blvd,3103387223.0,sushi,japanese,sushi,3.0,4.25,1365,3.0,4.0,1251,2.5,4.5,114,1130.0,100.0,1130.0,100.0,1130.0,100.0,1130.0,100.0,1130.0,100.0,1200.0,100.0,1200.0,100.0
251,Truxton's American Bistro,Los Angeles,90045.0,8611 Truxton Ave,3104178789.0,american,american,other,2.0,4.25,1327,2.0,4.0,1121,2.5,4.5,206,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,900.0,2200.0,900.0,2200.0
252,The Coffee Co.,Los Angeles,90045.0,8751 La Tijera Blvd,3106457315.0,cafe,american,cafe,2.0,4.25,1136,2.0,4.0,1044,2.5,4.5,92,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,730.0,1500.0,730.0,1500.0
253,Pann's,Los Angeles,90045.0,6710 La Tijera Blvd,3237763770.0,burger,american,burger,2.0,4.25,1153,2.0,4.0,977,2.5,4.5,176,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,800.0,1600.0
254,Dinah's Family Restaurant,Los Angeles,90045.0,6521 S Sepulveda Blvd,3106450456.0,american,american,other,2.0,3.5,1193,2.0,3.0,958,2.5,4.0,235,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0
255,Humble Potato - the original Hambaga,Los Angeles,90045.0,8321 Lincoln Blvd,3239892242.0,burger,american,burger,2.0,4.25,821,2.0,4.0,785,2.5,4.5,36,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1200.0,2200.0,1200.0,2200.0
256,Aliki's Greek Taverna,Los Angeles,90045.0,5862 Arbor Vitae St,3106459555.0,mediterranean,mediterranean,other,2.0,4.5,1124,2.0,4.5,795,2.5,4.5,329,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
257,Dave & Buster's Restaurant,Los Angeles,90045.0,6081 Center Dr,3108469950.0,bars,american,bars,2.0,3.0,828,2.0,2.5,784,2.5,3.5,44,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,2400.0
258,Benny's Tacos & Chicken Rotisserie,Los Angeles,90045.0,7101 W Manchester Ave,3106708226.0,american,american,other,1.0,4.0,805,1.0,4.0,775,2.5,4.0,30,830.0,2200.0,830.0,2200.0,830.0,2200.0,830.0,2200.0,830.0,2200.0,830.0,2200.0,830.0,2200.0
259,Kabuki Japanese Restaurant,Los Angeles,90045.0,6081 Center Dr,3106415524.0,sushi,japanese,sushi,2.0,3.75,742,2.0,3.5,674,2.5,4.0,68,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2230.0,1100.0,2230.0,1100.0,2200.0
260,The Ramen Joint,Los Angeles,90045.0,6220 W 87th St,4242279328.0,japanese,japanese,ramen,2.0,4.25,709,2.0,4.5,691,,4.0,18,1130.0,1415.0,1730.0,2130.0,1130.0,1415.0,1730.0,2130.0,1130.0,1415.0,1730.0,2130.0,1130.0,1415.0
261,Paco's Tacos,Los Angeles,90045.0,6212 W Manchester Ave,3106458692.0,mexican,mexican,other,2.0,3.75,695,2.0,3.5,600,2.5,4.0,95,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0
262,TGI Friday's,Los Angeles,90045.0,6721 La Tijera Blvd,3103371143.0,american,american,other,2.0,2.75,515,2.0,2.0,469,2.5,3.5,46,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0
263,Derrick's Jamaican Cuisine,Los Angeles,90045.0,6806 La Tijera Blvd,3106417572.0,other,other,other,2.0,3.75,286,2.0,3.5,262,2.5,4.0,24,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2400.0,1100.0,2200.0,1100.0,2200.0,1100.0,2100.0
264,Daily Grill on Century,Los Angeles,90045.0,5410 W Century Blvd,3106650149.0,american,american,other,2.0,3.75,619,2.0,3.5,286,2.5,4.0,333,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2300.0,600.0,2300.0,600.0,2200.0
265,Denny's - Century Blvd.,Los Angeles,90045.0,5535 W Century,3104101712.0,breakfast & brunch,american,breakfast & brunch,1.0,3.25,859,1.0,2.5,198,1.0,4.0,661,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0
266,96th Street Bistro,Los Angeles,90045.0,9620 Airport Blvd,3103372800.0,steakhouse,american,steakhouse,2.0,3.5,114,2.0,3.0,34,2.5,4.0,80,600.0,1400.0,600.0,1400.0,600.0,1400.0,600.0,1400.0,600.0,1400.0,600.0,1400.0,600.0,1400.0
267,Trimana,Los Angeles,90045.0,5757 W Century Blvd,3106410699.0,other,other,other,1.0,3.25,47,1.0,2.0,28,1.0,4.5,19,630.0,1700.0,630.0,1700.0,630.0,1700.0,630.0,1700.0,630.0,1700.0,630.0,1530.0,,
268,Andiamo,Los Angeles,90045.0,5711 W Century Blvd,3104104000.0,italian,italian,other,3.0,3.25,89,3.0,3.0,19,4.0,3.5,70,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0
269,The Bistro,Los Angeles,90045.0,5711 W Century Blvd,3104104000.0,cafe,american,cafe,2.0,3.5,46,2.0,3.0,20,2.5,4.0,26,,,,,,,,,,,,,,
271,Courtyard Cafe,Los Angeles,90045.0,8939 S Sepulveda Blvd,3104100770.0,cafe,american,cafe,1.0,4.75,153,1.0,4.5,146,,5.0,7,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1200.0,700.0,1600.0
272,Unity LA Restaurant,Los Angeles,90045.0,6225 W Century Blvd,4247021234.0,breakfast & brunch,other,breakfast & brunch,2.0,3.75,38,2.0,3.5,19,2.5,4.0,19,500.0,1100.0,1700.0,2200.0,500.0,1100.0,1700.0,2200.0,500.0,1100.0,1700.0,2200.0,500.0,1100.0
273,Unity LA Restaurant,Los Angeles,90045.0,6225 W Century Blvd,,american,american,other,2.0,3.5,20,,3.0,1,2.5,4.0,19,530.0,2200.0,530.0,2200.0,530.0,2200.0,530.0,2200.0,530.0,2200.0,530.0,2200.0,530.0,2200.0
274,Guisados,Los Angeles,90033.0,2100 East Cesar E Chavez Ave,3232647201.0,mexican,mexican,other,1.0,4.5,2202,1.0,4.5,2122,1.0,4.5,80,1030.0,2000.0,1030.0,2000.0,1030.0,2000.0,1030.0,2000.0,1030.0,2100.0,900.0,2100.0,900.0,1700.0
275,Brunello Trattoria,Culver City,90232.0,6001 Washington Blvd,3102803856.0,pizza,italian,pizza,2.0,4.25,561,2.0,4.0,526,2.5,4.5,35,1130.0,1500.0,1700.0,2100.0,1130.0,1500.0,1700.0,2100.0,1130.0,1500.0,1700.0,2100.0,1130.0,1500.0
276,JR's Genuine Barbeque,Culver City,90232.0,3055 La Cienega Blvd,3108376838.0,barbecue,american,barbecue,2.0,4.0,518,2.0,3.5,498,2.5,4.5,20,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2200.0,1100.0,2200.0,1100.0,1800.0
277,Tender Greens,Culver City,90232.0,9523 Culver Blvd,3108428300.0,american,american,other,2.0,4.25,2061,2.0,4.0,1914,2.5,4.5,147,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2200.0,1100.0,2200.0,1100.0,2100.0
278,Rush Street,Culver City,90232.0,9546 Washington Blvd,3108379546.0,american,american,other,2.0,3.75,2036,2.0,3.5,1915,2.5,4.0,121,1130.0,2330.0,1130.0,2330.0,1130.0,2330.0,1130.0,130.0,1130.0,130.0,1030.0,130.0,1030.0,2330.0
279,Public School 310,Culver City,90232.0,9411 Culver Blvd,3105580414.0,american,american,other,2.0,3.75,1578,2.0,3.5,1446,2.5,4.0,132,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1130.0,2300.0,1100.0,2300.0
280,Akasha Restaurant & Bakery,Culver City,90232.0,9543 Culver Blvd,3108451700.0,american,american,other,2.0,3.75,1494,2.0,3.5,1314,2.5,4.0,180,800.0,2130.0,800.0,2130.0,800.0,2130.0,800.0,2130.0,800.0,2230.0,900.0,2230.0,1030.0,2100.0
281,Metro Cafe,Culver City,90232.0,11188 Washington Pl,3105596821.0,cafe,american,cafe,2.0,4.25,1128,2.0,4.0,964,2.5,4.5,164,700.0,1500.0,700.0,1500.0,1800.0,2200.0,700.0,1500.0,1800.0,2200.0,700.0,1500.0,1800.0,2200.0
282,Meet in Paris,Culver City,90232.0,9727 Culver Blvd,3108158222.0,bars,french,bars,2.0,4.25,1387,2.0,4.0,1210,2.5,4.5,177,1030.0,2130.0,1030.0,2145.0,1030.0,2145.0,1030.0,2145.0,1030.0,2230.0,900.0,2230.0,900.0,2130.0
283,Cafe Vida,Culver City,90232.0,9755 Culver Blvd,3102870140.0,cafe,american,cafe,2.0,4.25,972,2.0,4.0,931,2.5,4.5,41,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2100.0
284,The Wallace,Culver City,90232.0,3833 Main St,3102026400.0,american,american,other,2.0,4.25,1021,2.0,4.0,930,2.5,4.5,91,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0
285,The Culver Hotel,Culver City,90232.0,9400 Culver Blvd,3105589400.0,breakfast & brunch,american,breakfast & brunch,2.0,4.0,673,2.0,4.0,586,2.5,4.0,87,700.0,2400.0,700.0,2400.0,700.0,2400.0,700.0,100.0,700.0,200.0,700.0,200.0,700.0,2400.0
286,Versailles Restaurant,Los Angeles,90034.0,10319 Venice Blvd,3105583168.0,other,other,other,2.0,4.0,2092,2.0,4.0,1938,2.5,4.0,154,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0
287,Gloria's Cafe,Los Angeles,90034.0,10227 Venice Blvd,3108380963.0,seafood,mexican,seafood,2.0,4.25,1522,2.0,4.0,1462,2.5,4.5,60,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
288,Overland Cafe,Los Angeles,90034.0,3601 Overland Ave,3105599999.0,cafe,american,cafe,2.0,3.75,1318,2.0,3.5,1281,2.5,4.0,37,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2300.0,800.0,2200.0,800.0,2200.0
289,Simpang Asia,Los Angeles,90034.0,10433 National Blvd,3108159075.0,asian other,other,other,2.0,4.25,1250,2.0,4.0,1206,1.0,4.5,44,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
290,Tara's Himalayan Cuisine,Los Angeles,90034.0,10855 Venice Blvd,3108369696.0,asian other,indian,other,2.0,4.0,1037,2.0,4.0,989,2.5,4.0,48,1200.0,2200.0,1200.0,2200.0,1200.0,2200.0,1200.0,2200.0,1200.0,2300.0,1200.0,2300.0,1200.0,2200.0
291,Thai Boom,Los Angeles,90034.0,10863 W Venice Blvd,3108428291.0,seafood,thai,seafood,1.0,4.0,926,1.0,3.5,917,,4.5,9,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
292,The Vegan Joint,Los Angeles,90034.0,10438 National Blvd,3105591357.0,american,american,other,1.0,3.75,739,1.0,3.5,706,1.0,4.0,33,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2200.0,900.0,2200.0,900.0,2100.0
293,Gaby's Mediterranean,Los Angeles,90034.0,10445 Venice Blvd,3105591808.0,mediterranean,mediterranean,other,2.0,3.75,915,2.0,3.5,878,2.5,4.0,37,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1100.0,2400.0,1100.0,2300.0
294,Cafe Brasil,Los Angeles,90034.0,10831 Venice Blvd,3108378957.0,other,brazilian,other,2.0,4.0,617,2.0,4.0,593,2.5,4.0,24,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
295,Sushi Zo,Los Angeles,90034.0,9824 National Blvd,4242015576.0,sushi,japanese,sushi,4.0,4.25,750,4.0,4.0,705,4.0,4.5,45,1200.0,1400.0,1800.0,2130.0,1200.0,1400.0,1800.0,2130.0,1200.0,1400.0,1800.0,2130.0,1200.0,1400.0
296,El Nopal,Los Angeles,90034.0,10426 National Blvd,3105594732.0,mexican,mexican,other,2.0,4.25,628,2.0,4.0,610,2.5,4.5,18,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1000.0,100.0,1000.0,100.0,1000.0,2200.0
297,The Stinking Rose,Beverly Hills,90211.0,55 N La Cienega Blvd,3106527673.0,american,american,other,2.0,4.0,4132,2.0,4.0,3580,2.5,4.0,552,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0
298,Fogo de Chao Brazilian Steakhouse,Beverly Hills,90211.0,133 N La Cienega Blvd,3102897755.0,steakhouse,brazilian,steakhouse,4.0,4.25,3889,4.0,4.0,3401,4.0,4.5,488,1130.0,1400.0,1700.0,2200.0,1130.0,1400.0,1700.0,2200.0,1130.0,1400.0,1700.0,2200.0,1130.0,1400.0
299,Lawry's the Prime Rib,Beverly Hills,90211.0,100 N La Cienega Blvd,3106522827.0,steakhouse,american,steakhouse,3.0,4.25,3917,3.0,4.0,3268,4.0,4.5,649,1700.0,2100.0,1700.0,2100.0,1700.0,2100.0,1700.0,2100.0,1700.0,2200.0,1600.0,2200.0,1500.0,2100.0
300,Il Cielo,Beverly Hills,90211.0,9018 Burton Way,3102769990.0,italian,italian,other,3.0,4.25,1287,3.0,4.0,1046,4.0,4.5,241,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1730.0,2230.0
301,Gyu-Kaku Japanese BBQ Dining,Beverly Hills,90211.0,163 N La Cienega Blvd,3106595760.0,barbecue,japanese,barbecue,2.0,4.0,1090,2.0,4.0,985,2.5,4.0,105,1200.0,2230.0,1200.0,2230.0,1200.0,2230.0,1200.0,2230.0,1100.0,2330.0,1100.0,2330.0,1100.0,2230.0
302,Matsuhisa,Beverly Hills,90211.0,129 N La Cienega Blvd,3106599639.0,sushi,japanese,sushi,4.0,4.25,1225,4.0,4.0,864,4.0,4.5,361,1145.0,1415.0,1745.0,2215.0,1145.0,1415.0,1745.0,2215.0,1145.0,1415.0,1745.0,2215.0,1145.0,1415.0
303,Tagine,Beverly Hills,90211.0,132 N Robertson Blvd,3103607535.0,mediterranean,mediterranean,other,3.0,4.25,858,3.0,4.0,788,4.0,4.5,70,1800.0,2100.0,1800.0,2200.0,1800.0,2200.0,1800.0,2200.0,1800.0,2230.0,1800.0,2230.0,1800.0,2100.0
304,Genwa Korean BBQ,Beverly Hills,90211.0,170 N La Cienega Blvd,3108540046.0,barbecue,korean,barbecue,3.0,4.5,691,3.0,4.5,591,2.5,4.5,100,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1200.0,2200.0,1200.0,2200.0
305,Boss Sushi,Beverly Hills,90211.0,270 S La Cienega Blvd,3106595612.0,sushi,japanese,sushi,2.0,4.25,439,2.0,4.0,419,2.5,4.5,20,1130.0,1430.0,1800.0,2200.0,1130.0,1430.0,1800.0,2200.0,1130.0,1430.0,1800.0,2200.0,1130.0,1430.0
306,Prospect Gourmand,Beverly Hills,90211.0,272 S La Cienega Blvd,4242049151.0,breakfast & brunch,american,breakfast & brunch,2.0,4.75,488,2.0,4.5,464,2.5,5.0,24,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1030.0,2300.0,1030.0,2100.0
307,Spice Affair,Beverly Hills,90211.0,50 N La Cienega Blvd,3104006800.0,asian other,indian,other,3.0,4.25,590,3.0,4.0,441,4.0,4.5,149,1130.0,1430.0,1700.0,2200.0,1130.0,1430.0,1700.0,2200.0,1130.0,1430.0,1700.0,2200.0,1130.0,1430.0
308,The Bazaar by Jose Andres,Los Angeles,90048.0,465 South La Cienega Blvd,3102465555.0,other,other,other,4.0,4.25,4454,4.0,4.0,3463,4.0,4.5,991,1800.0,2200.0,1800.0,2200.0,1800.0,2200.0,1800.0,2300.0,1800.0,2300.0,1730.0,2300.0,1800.0,2200.0
309,Joan's on Third,Los Angeles,90048.0,8350 W 3rd St,3236552285.0,cafe,american,cafe,2.0,4.25,2455,2.0,4.0,1989,2.5,4.5,466,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,2000.0,800.0,1900.0
310,Bao Dim Sum House,Los Angeles,90048.0,8256 Beverly Blvd,3236556556.0,bars,chinese,bars,2.0,4.0,2150,2.0,4.0,2038,2.5,4.0,112,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2230.0,1100.0,2230.0,1030.0,2130.0
311,A.O.C.,Los Angeles,90048.0,8700 W 3rd St,3108599859.0,other,other,other,3.0,4.25,2363,3.0,4.0,1971,2.5,4.5,392,1130.0,2200.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1000.0,2300.0,1000.0,2200.0
312,The Little Door,Los Angeles,90048.0,8164 W 3rd St,3239511210.0,american,american,other,3.0,4.25,2021,3.0,4.0,1780,4.0,4.5,241,1800.0,2400.0,1800.0,2400.0,1800.0,30.0,1800.0,30.0,1800.0,130.0,1800.0,130.0,1800.0,2400.0
313,The Little Door,Los Angeles,90048.0,8142 W 3rd St,3239511010.0,american,american,other,2.0,4.25,1908,2.0,4.0,1667,4.0,4.5,241,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,900.0,2300.0,900.0,2200.0,1800.0,130.0
315,Toast Bakery Cafe,Los Angeles,90048.0,8221 W 3rd St,3236555018.0,cafe,american,cafe,2.0,4.0,1840,2.0,3.5,1547,2.5,4.5,293,730.0,1800.0,730.0,1800.0,730.0,1800.0,730.0,1800.0,730.0,1800.0,730.0,1800.0,730.0,1800.0
316,Sushi by H,Los Angeles,90048.0,480 S San Vicente Blvd,3237820547.0,sushi,japanese,sushi,2.0,4.5,1417,2.0,4.5,1375,2.5,4.5,42,1730.0,2200.0,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0,1730.0,2200.0
317,Son of a Gun,Los Angeles,90048.0,8370 W 3rd St,3237829033.0,seafood,american,seafood,3.0,4.25,1672,3.0,4.0,1502,2.5,4.5,170,1200.0,1500.0,1800.0,2200.0,1200.0,1500.0,1800.0,2200.0,1200.0,1500.0,1800.0,2200.0,1200.0,1500.0
318,Toca Madera,Los Angeles,90048.0,8450 W 3rd St,3238529400.0,mexican,mexican,other,3.0,4.0,1341,3.0,4.0,1276,2.5,4.0,65,1700.0,2400.0,1700.0,100.0,1700.0,100.0,1700.0,100.0,1700.0,200.0,1600.0,200.0,1100.0,2400.0
319,Robata Jinya,Los Angeles,90048.0,8050 West 3rd St,3236538877.0,sushi,japanese,sushi,2.0,4.25,951,2.0,4.0,911,2.5,4.5,40,1700.0,2230.0,1700.0,2230.0,1700.0,2230.0,1700.0,2230.0,1700.0,2330.0,1700.0,2330.0,1700.0,2230.0
320,izaka-ya by katsuya,Los Angeles,90048.0,8420 W 3rd St,3237829536.0,sushi,japanese,sushi,3.0,4.25,1008,3.0,4.0,891,2.5,4.5,117,1200.0,1430.0,1730.0,2300.0,1200.0,1430.0,1730.0,2300.0,1200.0,1430.0,1730.0,2300.0,1200.0,1430.0
