id,name,category_1,category_2,address,city,zipcode,phone,price,rating,review_count,hours_sun_open,hours_sun_close,hours_mon_open,hours_mon_close,hours_tue_open,hours_tue_close,hours_wed_open,hours_wed_close,hours_thu_open,hours_thu_close,hours_fri_open,hours_fri_close,hours_sat_open,hours_sat_close
b404,Mr. C - Beverly Hills,Italian,Vegetarian Friendly,1224 Beverwil Dr,Los Angeles,90035,8773345623,4,4.5,98,600,1200,1300,1200,1100,1200,1100,1200,1100,1200,500,100,600,1200
b405,Cliff's Edge,American,Gluten Free Options,3626 W Sunset Blvd,Los Angeles,90026,3236666116,2.5,4,130,1100,1500,1800,1200,1800,1200,1800,1200,1800,1200,1800,200,1800,200
b406,Dog Haus,American,Fast Food,3817 W Olive Ave,Burbank,91505,8185664287,1,4.5,100,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200
b407,NBC Seafood,Chinese,Seafood,404 S Atlantic Blvd,Monterey Park,91754,6262822323,2.5,4,101,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200
b408,Restaurant Hama,Japanese,Sushi,213 Windward Ave,Los Angeles,90291,3103968783,2.5,4.5,85,1730,2200,1730,2200,1730,2200,1730,2200,1730,2200,1730,2200,1730,2200
b409,Umami Burger,American,,189 The Grove Dr,Los Angeles,90036,3239548626,2.5,4,164,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,1200,1100,1200
b410,Inn of the Seventh Ray,American,Healthy,128 Old Topanga Canyon Rd,Los Angeles,90290,3104551311,4,4,248,930,1500,1000,1500,1000,1500,1000,1500,1000,1500,1000,1500,1000,1500
b411,Dog Haus Biergarten,American,,93 E Green St,Pasadena,91105,6266830808,1,4.5,67,1100,1200,1100,1200,1100,1200,1100,1200,1100,1200,1100,200,1100,200
b412,True Food Kitchen,American,Vegetarian Friendly,168 W Colorado Blvd,Pasadena,91105,6266396818,2.5,4.5,70,,,,,,,,,,,,,,
b413,El Paseo Inn,Mexican,Latin,11 Olvera St,Los Angeles,90012,2136261361,2.5,4,130,1000,2000,1100,1900,1100,1900,1100,1900,1100,1900,1100,1900,1000,2000
b414,Bao Dim Sum House,Chinese,Asian,8256 Beverly Blvd,Los Angeles,90048,3236556556,2.5,4,112,1030,2130,1100,2200,1100,2200,1100,2200,1100,2200,1100,2230,1100,2230
b415,Shin-Sen-Gumi LA,Japanese,Asian,132 S Central Ave,Los Angeles,90012,2136877108,2.5,4.5,62,1100,1200,1100,1200,1100,1200,1100,1200,1100,1200,1100,1200,1100,1200
b416,Cafe Gratitude,American,Cafe,300 S Santa Fe Ave,Los Angeles,90013,2139295580,2.5,4.5,55,,,,,,,,,,,,,,
b417,Grill 'Em All Alhambra,American,,19 E Main St,Alhambra,91801,6262842874,2.5,4.5,48,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300
b418,Dan Tana's,Italian,International,9071 Santa Monica Blvd,Los Angeles,90069,3102759444,4,4,249,1700,130,1700,130,1700,130,1700,130,1700,130,1700,130,1700,130
b419,Cielito Lindo,Mexican,Fast Food,23 Olvera St,Los Angeles,90012,2136874391,1,4.5,79,900,2300,900,2300,900,2300,900,2300,900,2300,900,2300,900,2300
b420,Jeff's Gourmet Sausage Factory,American,Fast Food,8930 W Pico Blvd,Los Angeles,90035,3108588590,1,4.5,58,,,1100,2300,1100,2300,1100,2300,1100,2300,930,1400,2130,100
b421,The Standard Downtown Restaurant & Lounge,American,International,550 S Flower St,Los Angeles,90071,2138928080,2.5,4,153,600,1200,600,1200,600,1200,600,1200,600,1200,600,1200,600,1200
b422,Terroni - LA,Italian,Pizza,802 S Spring St,Los Angeles,90014,4165040320,2.5,4,105,1000,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,1200,1000,1200
b423,Manuela,American,Vegetarian Friendly,907 E 3rd St,Los Angeles,90013,3238490480,2.5,4.5,56,,,,,,,,,,,,,,
b424,The Smoke House Restaurant,American,Steakhouse,4420 W Lakeside Dr,Burbank,91505,8188453731,2.5,4,559,1000,2100,1130,2200,1130,2200,1130,2200,1130,2200,1130,2300,1130,2300
b425,Saddle Ranch Chop House,American,Steakhouse,100 Universal City Plaza,Los Angeles,,8187609680,2.5,4,399,,,,,,,,,,,,,,
b426,Firehouse,American,Vegetarian Friendly,213 Rose Ave,Los Angeles,90291,3103966810,2.5,4,116,800,2000,800,2200,800,2200,800,2200,800,1200,800,1200,800,1200
b427,Ta-eem Grill,Mediterranean,Middle Eastern,7422 Melrose Ave,Los Angeles,90046,,1,4.5,47,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,,
b428,The Whale & Ale,British,,327 W 7th St,Los Angeles,90014,3108320363,2.5,4.5,158,1300,2100,1700,2100,1700,2100,1130,1500,1130,1500,1130,1500,1300,2200
b429,Kogi BBQ Taco Truck,Mexican,Korean,,Los Angeles,,7146974683,1,4.5,85,,,,,,,,,,,,,,
b430,The Counter Miracle Mile,American,,5779 Wilshire Blvd,Los Angeles,90036,3239328900,2.5,4,69,1100,2200,1100,2300,1100,2300,1100,2300,1100,2300,1100,1200,1100,1200
b431,Patys,American,Cafe,10001 Riverside Dr,Los Angeles,91602,8187610041,2.5,4,117,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200,700,2200
b432,Palermo Ristorante Italiano,Italian,Pizza,1858 N Vermont Ave,Los Angeles,90027,3236631430,2.5,4,108,900,2330,,,,,1100,2330,1100,2330,1100,1230,900,1230
b433,Howlin Ray’s,American,,727 N Broadway,Los Angeles,90012,2139358399,1,4.5,54,1100,1600,,,,,1100,1600,1100,1600,1100,1600,1100,1600
b434,Versailles Cuban Restaurant,Latin,Cuban,1415 S La Cienega Blvd,Los Angeles,90035,3102890392,2.5,4,153,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300
b435,Smashburger,American,Fast Food,1011 S Figueroa St,Los Angeles,90015,2136313355,1,4,166,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200
b436,Paco's Tacos,Mexican,Latin,4141 S Centinela Ave,Los Angeles,90066,3103919616,2.5,4.5,110,1030,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200
b437,Chi Spacca,,,6601 Melrose Ave,Los Angeles,90038,3232971133,4,4.5,64,1700,2200,1800,2300,1800,2300,1800,2300,1800,2300,1800,2300,1700,2300
b438,Pasta Sisters,Italian,Vegetarian Friendly,3343 W Pico Blvd,Los Angeles,90019,3238705271,1,5,33,,,1130,2030,1130,2030,1130,2030,1130,2030,1130,2030,1130,2030
b439,Barlo Kitchen + Cocktails,American,Gluten Free Options,"Hotel Erwin, Venice Beach",Los Angeles,,,2.5,4.5,83,1700,2230,1700,2230,1700,2230,1700,2230,1700,2230,700,1130,1700,2330
b440,Pat's Restaurant,American,International,9233 W Pico Blvd,Los Angeles,90035,3102058705,4,4.5,52,1730,2200,1730,2200,1730,2200,1730,2200,1730,2200,1130,1400,,
b441,Ruth's Chris Steak House,American,Steakhouse,369 E Colorado Blvd,Pasadena,91101,6265838122,4,4.5,150,1630,2130,1700,2200,1700,2200,1700,2200,1700,2200,1700,2230,1630,2230
b442,Black Market Liquor Bar,American,,11915 Ventura Blvd,Los Angeles,91604,8184462533,2.5,4.5,73,1700,200,1700,200,1700,200,1700,200,1700,200,1700,200,1700,200
b443,1810 Argentinean Restaurant,Latin,Argentinean,121 W Colorado Blvd,Pasadena,91105,6267955658,2.5,4,110,2400,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300
b444,Le Petit Bistro,French,European,631 N La Cienega Blvd,Los Angeles,90069,3102899797,2.5,4.5,83,1700,2200,1700,2300,1700,2300,1700,2300,1700,2300,1700,2300,1700,1200
b445,Osawa Pasadena,Japanese,Sushi,77 N Raymond Ave,Pasadena,91103,6266831150,2.5,4.5,51,1700,2130,,,1130,1430,1130,1430,1130,1430,1130,1430,1130,1430
b446,West Restaurant and Lounge,American,,170 N Church Ln,Los Angeles,90049,3104817878,2.5,4,144,600,1200,600,1200,600,1200,600,1200,600,100,600,100,600,100
b447,Karl Strauss Brewing Company,American,,600 Wilshire Blvd,Los Angeles,90017,2132282739,2.5,4.5,41,,,,,,,,,,,,,,
b448,Terroni,Italian,Pizza,7605 Beverly Blvd,Los Angeles,90036,3239540300,2.5,4,195,1000,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,1200,1000,1200
b449,Gladstones,American,Seafood,17300 Pacific Coast Hwy,Los Angeles,90272,3104543474,2.5,3.5,712,1000,2000,1130,2000,1130,2000,1130,2000,1130,2000,1130,2000,1000,2030
b450,Buffalo Wild Wings,American,,7060 Hollywood Blvd,Los Angeles,90028,3234661721,2.5,4,238,1100,1200,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200
b451,Tibet Nepal House,Asian,Indian,36 E Holly St,Pasadena,91103,6265850955,2.5,4.5,88,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500,1130,1500
b452,Mike & Anne's Restaurant,American,Vegetarian Friendly,1040 Mission St Ste 102,South Pasadena,91030,6267997199,2.5,4,118,800,1500,,,800,1430,800,1430,800,1430,800,1430,800,1430
b453,Lunasia Dim Sum House,Chinese,Asian,500 W Main St,Alhambra,91801,6263083222,2.5,4.5,78,900,1500,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,900,1500
b454,CUT,American,Steakhouse,9500 Wilshire Blvd,Beverly Hills,90212,3102768500,4,4.5,498,,,1800,2200,1800,2200,1800,2200,1800,2200,1800,2300,1730,2300
b455,Malbec,Latin,Argentinean,1001 E Green St,Pasadena,91106,6266830550,4,4,166,1000,2100,1100,2100,1100,2100,1100,2200,1100,2200,1100,2300,1100,2300
b456,Lawry's Carvery,American,,1101 S Figueroa St,Los Angeles,90015,2132222212,2.5,4,116,2400,2000,1100,2100,1100,2100,1100,2100,1100,2100,1100,2200,1100,2200
b457,Toi on Sunset,Asian,Thai,7505 1/2 W Sunset Blvd,Los Angeles,90046,3238748062,2.5,4,125,1100,400,1100,400,1100,400,1100,400,1100,400,1100,400,1100,400
b458,Il Capriccio on Vermont,Italian,,1757 N Vermont Ave,Los Angeles,90027,3236625900,2.5,4.5,88,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200
b459,Westside Tavern,American,Vegetarian Friendly,10850 W Pico Blvd,Los Angeles,90064,3104701539,2.5,4,128,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200
b460,Il Pastaio,Italian,Vegetarian Friendly,400 N Canon Dr,Beverly Hills,90210,3102055444,2.5,4.5,828,1130,2200,1130,2300,1130,2300,1130,2300,1130,1200,1130,1200,1130,1200
b461,The Little Beast,American,Gluten Free Options,1496 Colorado Blvd,Los Angeles,90041,3233415899,2.5,4.5,75,1700,2200,1700,2200,1700,2200,1700,2200,1700,2200,1700,2300,1700,2300
b462,Fatburger,American,Fast Food,10600 1/2 Ventura Blvd,Los Angeles,91604,8187698725,1,4.5,63,1100,100,1100,100,1100,100,1100,100,1100,100,1100,300,1100,300
b463,Best Fish Tacos in Ensenada,Mexican,Seafood,1650 Hillhurst Ave,Los Angeles,90027,3234665552,1,4.5,64,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200
b464,The Kitchen,American,Vegetarian Friendly,4348 Fountain Ave,Los Angeles,90029,3236643663,2.5,4.5,74,1000,2200,1100,1200,1100,1200,1100,1200,1100,1200,1100,1200,1000,1200
b465,Pink Pepper,Thai,Vegetarian Friendly,1638 N La Brea Ave,Los Angeles,90028,3234612462,2.5,4.5,75,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300,1100,2300
b466,The Hummus Bar & Grill,Mediterranean,Middle Eastern,18743 Ventura Blvd,Los Angeles,91356,8183446606,2.5,4.5,71,1100,1200,1100,1200,1100,1200,1100,1200,1100,1200,1100,1200,1100,100
b467,Leo & Lily,American,Cafe,22420 Ventura Blvd,Los Angeles,91364,8182226622,2.5,4.5,66,800,2100,730,1700,730,2100,730,2100,730,2100,730,2100,800,2100
b468,Tacos Tumbras a Tomas,Mexican,Fast Food,317 S Broadway,Los Angeles,90013,2136200477,1,4.5,52,800,1800,800,1800,800,1800,800,1800,800,1800,800,1800,800,1800
b469,San Pedro Brewing Company,American,,331 W 6th St,Los Angeles,90014,3018315663,2.5,4.5,84,1130,1200,1130,1200,1130,1200,1130,1200,1130,1200,1130,1200,1130,1200
b470,Te'Kila,Mexican,,6541 Hollywood Blvd,Los Angeles,90028,3239602404,2.5,4.5,82,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200
b471,Trejo's Tacos,Mexican,Latin,1048 S La Brea Ave,Los Angeles,90019,3239388226,2.5,4,90,,,,,,,,,,,,,,
b472,Trader Joe's,Vegan Options,Vegetarian Friendly,2738 Hyperion Ave,Los Angeles,90027,3236656774,1,4.5,52,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200
b473,Sizzler - Manchester Ave.,American,Steakhouse,5856 W Manchester Ave,Los Angeles,90045,3106411167,2.5,4,101,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2200,1100,2200
b474,Roy's - Woodland Hills,Hawaiian,American,6363 Topanga Canyon Blvd,Los Angeles,91367,8188884801,4,4,122,1700,2100,1700,2200,1700,2200,1700,2200,1700,2200,1700,2300,1700,2300
b475,Cafe 50's,American,Cafe,11623 Santa Monica Blvd,Los Angeles,90025,3104791955,1,4.5,84,800,1200,700,1200,700,1200,700,1200,700,1200,700,100,800,100
b476,Hungry Cat,American,Seafood,1535 Vine St,Los Angeles,90028,3234622155,2.5,4,123,1100,2200,2400,2200,2400,2200,2400,2200,2400,2200,2400,2300,1100,2300
b477,Maggiano's - Woodland Hills,Italian,Gluten Free Options,6100 Topanga Canyon Blvd,Los Angeles,91367,8188873777,2.5,4,96,1030,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300
b478,Yxta,Mexican,Latin,601 S Central Ave,Los Angeles,90021,2135965579,2.5,4.5,52,,,1130,2100,1130,2100,1130,2100,1130,2200,1130,2200,1700,2200
b479,Le Petit Paris Los Angeles,French,European,418 S Spring St,Los Angeles,90013,2132174445,4,4.5,90,900,2300,1000,2300,1000,2300,1000,2300,1000,1200,1000,1200,900,1200
b480,Pump Lounge,American,Vegetarian Friendly,8948 Santa Monica Boulevad,West Hollywood,90069,3106577867,2.5,4,491,1130,300,1700,200,1700,200,1700,200,1700,200,1700,200,1130,300
b481,Figaro Bistrot,French,Cafe,1802 N Vermont Ave,Los Angeles,90027,,2.5,4,140,830,2230,830,2230,830,2230,830,2230,830,2230,830,2300,830,2300
b482,The Waffle,American,Vegetarian Friendly,6255 W Sunset Blvd,Los Angeles,90028,3234656901,2.5,4,140,730,1700,730,1700,730,1700,730,1700,730,1700,730,2200,730,2200
b483,Mama Shelter,American,,6500 Selma Ave,Los Angeles,90028,3237856600,2.5,4,86,700,2230,700,2230,700,2230,700,2230,700,2230,700,2330,700,2330
b484,Justice Urban Tavern,American,,120 S Los Angeles St,Los Angeles,90012,2132539235,2.5,4,130,600,2300,600,2300,600,2300,600,2300,600,2300,600,1200,600,1200
b485,Bea Bea's,American,Cafe,353 N Pass Ave,Burbank,91505,8188462327,2.5,4.5,321,700,1600,700,1600,700,1600,700,1600,700,1600,700,1600,700,1600
b486,Iroha,Japanese,Sushi,12953 Ventura Blvd,Los Angeles,91604,8189909559,2.5,4.5,79,1100,2300,1100,1200,1100,1200,1100,1200,1100,1200,1100,1200,1100,1200
b487,Blue Palms Brewhouse,American,,6124 Hollywood Blvd,Los Angeles,90028,3234642337,2.5,4.5,56,,,1700,1200,1700,200,1700,200,1700,200,1130,200,1700,200
b488,Pacific Diner,American,Cafe,3821 S Pacific Ave,Los Angeles,90731,3108315334,1,4.5,54,700,1500,600,1500,,,600,1500,600,1500,600,1500,600,1500
b489,Franco on Melrose,Italian,Vegetarian Friendly,6919 Melrose Ave,Los Angeles,90038,3239343390,2.5,4.5,45,,,1800,2200,1800,2200,1800,2200,1800,2200,1130,1430,1130,1430
b490,Tony Roma's,American,Barbecue,100 Universal City Plaza,Los Angeles,,8187637662,2.5,4,243,1100,2200,1100,2100,1100,2100,1100,2100,1100,2100,1100,2300,1100,2300
b491,Taste on Melrose,American,Gluten Free Options,8454 Melrose Ave,West Hollywood,90069,3238526888,2.5,4,192,1000,2200,1500,2200,1130,2200,1130,2200,1130,2200,1130,2300,1000,2300
b492,Sushi Sasabune,Japanese,Sushi,11917 Wilshire Blvd,Los Angeles,90025,3104783596,4,4.5,86,2400,1400,2400,1400,2400,1400,2400,1400,2400,1400,2400,1400,2400,1400
b493,Hatfield's,French,American,6703 Melrose Ave,Los Angeles,90038,3239352977,4,4.5,122,1730,2130,1800,2200,1800,2200,1800,2200,1800,2200,1800,2230,1730,2230
b494,Doomie's,American,Vegetarian Friendly,"1253 Vine Street, Suite 9",Los Angeles,90038,3234694897,2.5,4.5,46,2400,2200,,,2400,2200,2400,2200,2400,2200,2400,2200,2400,2200
b495,Golden Deli Vietnamese,Asian,Vietnamese,815 W Las Tunas Dr,San Gabriel,91776,6263080803,1,4.5,95,900,2130,930,2100,930,2100,,,930,2100,930,2200,900,2200
b496,Abbot's Pizza Company,Pizza,Fast Food,1407 Abbot Kinney Blvd,Los Angeles,90291,3103967334,1,4,130,,,1100,2300,1100,2300,1100,2300,1100,2300,1100,1200,1100,1200
b497,Fabiolus Cucina Italiana Verona,Italian,,6270 W Sunset Blvd,Los Angeles,90028,3234672882,2.5,4,126,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200
b498,Granville,American,Vegetarian Friendly,12345 Ventura Boulevard,Los Angeles,,8185067050,2.5,4,85,900,2200,1100,2300,1100,2300,1100,2300,1100,2300,1100,2330,900,2330
b499,Spumante Restaurant,Italian,,11049 Magnolia Blvd Ste 107,Los Angeles,91601,8185087716,2.5,4.5,47,1700,2130,,,1100,2230,1100,2230,1100,2230,1100,2230,1700,2230
b500,Kali Restaurant,American,Vegetarian Friendly,5722 Melrose Ave,Los Angeles,90038,3238714160,4,4.5,46,,,,,,,,,,,,,,
b501,Fratelli Cafe,American,Cafe,7200 Melrose Ave,Los Angeles,90046,3239382233,2.5,4.5,51,700,1900,700,1900,700,1900,700,1900,700,2200,700,2200,700,2200
b502,Panini Cafe,Mediterranean,Cafe,10861 Lindbrook Dr,Los Angeles,90024,3104432100,2.5,4.5,54,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200
b503,Las Fuentes Mexican Food,Mexican,,18415 Vanowen St,Los Angeles,91335,8187083344,1,4.5,71,800,2200,800,2200,800,2200,800,2200,800,2200,800,2300,800,2300
b504,Maggiano's Little Italy,Italian,Vegetarian Friendly,6301 W 3rd St,Los Angeles,90036,3239659665,2.5,4,82,1130,2200,1130,2200,1130,2200,1130,2200,1130,2200,1130,2300,1130,2300
b505,Plant Food and Wine,American,Vegetarian Friendly,1009 Abbot Kinney Blvd,Los Angeles,90291,3104501009,2.5,4.5,67,,,,,,,,,,,,,,
b506,Guisados,Mexican,Spanish,8935 Santa Monica Blvd,Los Angeles,90069,3107770310,1,4.5,41,,,,,,,,,,,,,,
b507,Green Earth Vegan Cuisine,International,Vegetarian Friendly,37 S Fair Oaks Ave,Pasadena,91105,6265840268,2.5,4.5,58,1130,2100,1130,2100,,,1130,2100,1130,2100,1130,2200,1130,2200
b508,Mauro's Cafe & Ristorante,Italian,American,8112 Melrose Ave,Los Angeles,90046,3236537970,2.5,4.5,41,900,1700,900,1800,900,1800,900,1800,900,2200,900,1800,900,1800
b509,Ago,Italian,Gluten Free Options,8478 Melrose Ave,West Hollywood,90069,3236556333,4,4,200,1800,2230,2400,1430,2400,1430,2400,1430,2400,1430,2400,1430,1800,2330
b510,Malibu Farm Pier Cafe,Cafe,American,23000 Pacific Coast Hwy,Los Angeles,,3104561112,2.5,4,76,,,,,,,,,,,,,,
b511,Shiloh's Steakhouse,Steakhouse,Kosher,8939 W Pico Blvd,Los Angeles,90035,3108581652,4,4.5,57,1130,2230,1130,2230,1130,2230,1130,2230,1130,2230,1130,2230,,
b512,Night + Market,Asian,Thai,9043 W Sunset Blvd,West Hollywood,90069,3102759724,2.5,4.5,62,1800,2230,,,1800,2230,1800,2230,1800,2230,1800,2230,1800,2230
b513,Pa Ord Noodles,Asian,Thai,5301 W Sunset Blvd,Los Angeles,90027,,1,4.5,54,930,2300,930,2300,930,2300,930,2300,930,2300,930,2300,930,2300
b514,Lunas Restaurant,Mexican,Latin,343 S Mission Dr,San Gabriel,91776,6265767653,2.5,4.5,49,,,,,,,,,,,,,,
b515,Orsa & Winston,,,122 W 4th St,Los Angeles,90013,2136870300,4,4.5,41,,,,,1800,2300,1800,2300,1800,2300,1800,2300,1800,2300
b516,Heirloom Bakery,American,Cafe,807 Meridian Ave,South Pasadena,91030,6264410042,2.5,4.5,46,800,1500,600,1800,600,1800,600,1800,600,1800,800,1500,800,1500
b517,Eat,American,Cafe,11108 Magnolia Blvd,Los Angeles,91601,8187604787,2.5,4.5,46,800,1600,800,1600,800,1600,800,1600,800,1600,800,1600,800,1600
b518,Lucky Baldwins Pub,American,British,17 S Raymond Ave,Pasadena,91105,6267950652,2.5,4,95,800,130,1100,130,1100,130,1100,130,1100,130,1100,130,800,130
b519,Grand Cafe Omni Hotel,American,Vegetarian Friendly,251 S Olive St,Los Angeles,90012,,2.5,4.5,47,,,,,,,,,,,,,,
b520,Amarone Kitchen & Wine,Italian,Vegetarian Friendly,8868 W Sunset Blvd,West Hollywood,90069,3106522233,2.5,4.5,111,1730,2200,1730,2200,1730,2200,1730,2200,1730,2200,1730,2200,1730,2200
b521,Solar de Cahuenga,American,Cafe,1847 N Cahuenga Blvd,Los Angeles,90028,3234677510,2.5,4,89,1900,1200,1900,100,1900,100,1900,1230,1900,100,1900,100,1900,100
b522,Pace,Italian,Pizza,2100 Laurel Canyon Blvd,Los Angeles,90046,3236548583,2.5,4,109,1730,2230,1730,2230,1730,2230,1730,2230,1730,2230,1730,2300,1730,2300
b523,Hide Sushi,Japanese,Sushi,2040 Sawtelle Blvd,Los Angeles,90025,3104777242,2.5,4,87,1130,2000,,,1130,2100,1130,2100,1130,2100,1130,2100,1130,2100
b524,Alexander's Steakhouse,American,Steakhouse,111 N Los Robles Ave,Pasadena,91101,6264861111,4,4.5,60,1730,2100,1730,2130,1730,2130,1730,2130,1730,2130,1730,2230,1730,2230
b525,Cafe Gratitude,American,Cafe,512 Rose Ave,Los Angeles,90291,4242318000,2.5,4.5,34,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200
b526,Midici,Italian,Pizza,14612 Ventura Blvd,Los Angeles,91403,8187882178,2.5,4.5,52,,,,,,,,,,,,,,
b527,Locanda Veneta,Italian,Gluten Free Options,8638 W 3rd St,Los Angeles,90048,3102741893,4,4.5,92,1700,2130,1100,2200,1100,2200,1100,2200,1100,2200,1100,2230,1700,2230
b528,IHOP,American,,800 S Flower St,Los Angeles,90017,2136291759,1,4,122,1200,2359,1200,2359,1200,2359,1200,2359,1200,2359,1200,2359,1200,2359
b529,Casablanca,Mexican,Latin,220 Lincoln Blvd,Los Angeles,90291,3103925751,2.5,4,72,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300
b530,Joe's Falafel,Mediterranean,Middle Eastern,3535 Cahuenga Blvd W,Los Angeles,90068,3235124447,1,4.5,58,1100,900,1100,1000,1100,1000,1100,1000,1100,1000,1100,1000,1100,1000
b531,Gusto,Italian,Vegetarian Friendly,8432 W 3rd St,Los Angeles,90048,3237821778,2.5,4.5,69,1800,2200,1800,2230,1800,2230,1800,2230,1800,2300,1800,2300,1800,2300
b532,Las Vegas Seafood Buffet,Chinese,Seafood,110 S Brand Blvd,Glendale,91204,8186629011,2.5,4,99,1130,2130,1130,2130,1130,2130,1130,2130,1130,2130,1130,2200,1130,2200
b533,The Blvd,American,Gluten Free Options,9500 Wilshire Boulevad,Beverly Hills,90212,3102755200,4,4.5,287,630,2300,630,2300,630,2300,630,2300,630,2300,630,2300,630,2300
b534,Mastro's Steakhouse,American,Steakhouse,246 N Canon Dr,Beverly Hills,90210,3108888782,4,4.5,1102,1700,2300,1700,2300,1700,2300,1700,2300,1700,2300,1700,1200,1700,1200
b535,Palm Thai Restaurant,Asian,Thai,5900 Hollywood Blvd,Los Angeles,90028,3234625073,2.5,4,196,1100,1200,1100,1200,1100,1200,1100,1200,1100,1200,1100,200,1100,200
b536,Sushi Roku,Japanese,Sushi,8445 W 3rd St,Los Angeles,90048,3236556767,2.5,4,113,,,1130,2230,1130,2230,1130,2230,1130,2230,1130,2330,1730,2230
b537,Ruth's Chris Steak House - Woodland Hills,American,Steakhouse,Westfield Shopping Towne Promenade,Los Angeles,,8182279505,4,4.5,79,1600,2100,1700,2200,1700,2200,1700,2200,1700,2200,1700,2230,1630,2230
b538,Palmeri,Italian,Pizza,11650 San Vicente Blvd,Los Angeles,90049,3104428446,2.5,4.5,65,1130,2200,1130,2200,1130,2200,1130,2200,1130,2200,1130,2200,1130,2200
b539,Little Pine Restaurant,American,Vegetarian Friendly,2870 Rowena Ave,Los Angeles,90039,3237418148,2.5,4.5,58,,,,,,,,,,,,,,
b540,Les Sisters Southern Kitchen,American,Cajun & Creole,21818 Devonshire St,Los Angeles,91311,8189980755,2.5,4.5,66,1100,2030,,,1100,2030,1100,2030,1100,2030,1100,2130,1100,2130
b541,Buca di Beppo,Italian,Pizza,100 Universal City Plaza,Los Angeles,,8185099463,2.5,4,239,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300
b542,Fresh Corn Grill,American,Vegetarian Friendly,1510 Westwood Blvd,Los Angeles,90024,3104700414,2.5,4.5,51,,,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1130,2100
b543,La Paella,Spanish,Mediterranean,476 S San Vicente Blvd,Los Angeles,90048,3239510745,2.5,4.5,81,,,1130,1430,1130,1430,1130,1430,1130,1430,1130,1430,1730,2200
b544,Novo Cafe,Italian,Pizza,3900 W Riverside Dr,Burbank,91505,8185666686,2.5,4.5,114,,,800,2100,800,2100,800,2100,800,2130,800,2130,900,2130
b545,Ramen Jinya,Japanese,Asian,11239 Ventura Blvd,Los Angeles,91604,8189803977,2.5,4.5,56,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300
b546,Park's BBQ,Asian,Korean,955 S Vermont Ave,Los Angeles,90006,2133801717,2.5,4.5,68,1100,1200,1100,1200,1100,1200,1100,1200,1100,1200,1100,100,1100,100
b547,Denny's,American,,5751 W Sunset Blvd,Los Angeles,90028,2134648435,1,4,106,1200,2359,1200,2359,1200,2359,1200,2359,1200,2359,1200,2359,1200,2359
b548,Millie's,American,Cafe,3524 W Sunset Blvd,Los Angeles,90026,3236640404,2.5,4,67,730,1600,730,1600,730,1600,730,1600,730,1600,730,1600,730,1600
b549,La Piazza,American,Italian,189 The Grove Dr,Los Angeles,90036,3239335050,2.5,4,187,1130,2230,1130,2230,1130,2230,1130,2230,1130,2230,1130,2330,1130,2330
b550,The Spare Room,American,,"The Hollywood Roosevelt Hotel, Mezzanine",Los Angeles,,,2.5,4.5,49,2000,200,2000,200,,,2000,200,2000,200,2000,200,2000,200
b551,Bourbon Steak,American,Steakhouse,237 S Brand Blvd,Glendale,91204,8188394130,4,4,98,1130,2200,1130,2200,1130,2200,1130,2200,1130,2200,1130,2230,1130,2230
b552,Umami Burger & Umamicatessen Los Angeles,American,,852 S Broadway,Los Angeles,90014,2134138626,2.5,4,96,1130,2300,1130,2300,1130,2300,1130,2300,1130,2300,1130,1200,1130,1200
