id,name,category_1,category_2,address,city,zipcode,phone,price,rating,review_count,hours_sun_open,hours_sun_close,hours_mon_open,hours_mon_close,hours_tue_open,hours_tue_close,hours_wed_open,hours_wed_close,hours_thu_open,hours_thu_close,hours_fri_open,hours_fir_close,hours_sat_open,hours_sat_close
a293,Officine Brera,italian,desserts,1331 E 6th St,Los Angeles,90021,2135538006,3,4,417,1130,1430,1730,2200,1130,1430,1730,2200,1130,1430,1730,2200,1130,1430
a294,Danny's Tacos,food trucks,tacos,1023 S Grand Ave,Los Angeles,90015,3235297486,1,3.5,343,1800,2400,1800,2400,1800,2400,1800,2400,1800,2400,1800,2400,1800,2400
a295,Pattern Bar,bars,american (traditional),100 W 9th St,Los Angeles,90015,2136277774,2,4,319,1200,2200,1200,200,1200,2200,1200,200,1200,200,1200,200,1200,2200
a296,El Compadre,mexican,cocktail bars,1248 S Figueroa St,Los Angeles,90015,2137490025,2,3.5,348,1100,2400,1100,2400,1100,2400,1100,2400,1100,200,1100,200,1100,2400
a297,Prank,cocktail bars,american (traditional),1100 S Hope St,Los Angeles,90015,2134934786,2,4.5,359,1400,2400,1400,2400,1400,2400,1400,2400,1300,200,1100,200,1100,2400
a298,Nabeeya,sushi bars,japanese,766 S Santee St,Los Angeles,90014,2136225750,2,4,278,1000,1900,1000,1900,1000,1900,1000,1900,1000,1900,1000,1500,,
a299,Dtla Ramen,ramen,beer bar,952 S Broadway St,Los Angeles,90015,2132657641,2,4,281,1130,2400,1130,2400,1130,2400,1130,2400,1130,200,1200,200,1200,2200
a300,Two Boots - Downtown,pizza,italian,828 S Broadway,Los Angeles,90014,2136232100,1,3,277,1130,2200,1130,2200,1130,2200,1130,200,1130,230,1200,230,1200,2200
a301,Urban Radish,grocery,breakfast & brunch,661 Imperial St,Los Angeles,90021,2138921570,2,4,267,800,2100,800,2100,800,2100,800,2100,800,2100,800,2100,800,2100
a302,Tacos El Gavilan,breakfast & brunch,tacos,1900 S Central Ave,Los Angeles,90011,2137426677,1,4,261,900,2400,900,2400,900,2400,900,2400,900,300,900,300,900,2400
a303,Paul's Kitchen,chinese,,1012 S San Pedro St,Los Angeles,90015,2137495004,2,4,267,1030,1930,1030,1930,1030,1930,1030,1930,1030,2030,1030,2030,1030,1930
a304,Tacos Mexico,mexican,,913 S Broadway,Los Angeles,90015,2136272399,1,4,244,,,,,,,,,,,,,,
a305,Amante Restaurant,italian,pizza,123 E 9th St,Los Angeles,90015,2134884999,2,3.5,294,1000,300,1000,300,1000,300,1000,300,1000,300,1100,300,1100,300
a306,Shekarchi Restaurant,persian/iranian,middle eastern,914 S Hill St,Los Angeles,90015,2138928535,2,4,281,1000,2130,1000,2130,1000,2130,1000,2130,1000,2130,1000,2130,,
a307,Barcito,cocktail bars,gastropubs,403 W 12th St,Los Angeles,90015,2134151821,2,4,235,700,2400,700,2400,700,2400,700,2400,700,100,1700,100,,
a308,Sonoratown,mexican,,208 E 8th St,Los Angeles,90014,2136283710,1,4.5,273,1100,1600,1100,1600,1100,1600,1100,1600,1100,1600,,,,
a309,The New Moon,chinese,,102 W 9th St,Los Angeles,90015,2136240186,2,4,230,1100,1700,1100,1700,1100,1700,1100,1700,1100,2100,1130,1530,,
a310,Cook's Tortas,mexican,sandwiches,1944 S Atlantic Blvd,Monterey Park,91754,3232783536,2,4,1981,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1100,1600
a311,Tacos Baja,mexican,,5385 Whittier Blvd,Los Angeles,90602,3238871980,1,4.5,1028,1000,2000,1000,2000,1000,2100,1000,2000,1000,2100,1000,2100,1000,2000
a312,King Taco,mexican,,4504 E 3rd St,Los Angeles,90022,3232644067,1,3.5,847,730,300,730,300,730,300,730,2400,2400,2400,2400,2400,1200,300
a313,La Azteca Tortilleria,mexican,,4538 E Cesar E Chavez Ave,Los Angeles,90022,3232625977,1,4.5,751,600,1700,600,1700,600,1700,600,1700,600,1700,600,1700,700,1530
a314,Steven's Steak & Seafood House,steakhouses,seafood,5332 Stevens Pl,Commerce,90040,3237239856,2,3.5,701,1100,200,1100,200,1100,200,1100,200,1100,200,1500,200,1200,200
a315,White Rabbit Truck,filipino,food trucks,,Los Angeles,90012,8889072248,1,3.5,569,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100
a316,Delicious Food Corner,chinese,hong kong style cafe,2329 S Garfield Ave,Monterey Park,91754,3237260788,1,3.5,562,800,1600,800,2200,800,2200,800,2200,800,2200,800,2200,,
a317,The Hat,sandwiches,american (traditional),2300 S Atlantic Blvd,Monterey Park,91754,3237213656,1,4,550,900,100,900,100,900,100,900,100,900,100,900,100,1000,100
a318,Pokiholic,japanese,seafood,2201 S Atlantic Blvd,Monterey Park,91754,3232685988,1,4,498,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100
a319,Baby's Badass Burgers,burgers,food trucks,,Los Angeles,90069,8779622297,2,4,529,,,,,,,,,,,,,,
a320,Crepes Bonaparte,caterers,creperies,115 S Harbor Blvd,Fullerton,92832,7145959995,1,4,491,1700,2200,1700,2200,1700,2200,900,200,900,200,900,2200,,
a321,Moles La Tia,mexican,,4619 E Cesar E Chavez Ave,Los Angeles,90022,3232637842,2,4,481,800,1600,800,1600,800,2000,800,2000,800,2100,800,2100,800,2000
a322,Tamales Lilianas,mexican,,4629 E Cesar E Chavez Ave,Los Angeles,90022,3237800989,1,3.5,519,700,2130,700,2130,700,2130,700,2130,700,2130,700,2130,700,2130
a323,Shakas,hawaiian,salad,2300 S Garfield Ave,Monterey Park,91754,3238882695,1,3.5,430,1000,2100,1000,2100,1000,2100,1000,2100,1000,2200,1000,2200,1000,2100
a324,Thai House,thai,chinese,2080 S Atlantic Blvd,Monterey Park,91755,3237262340,2,3.5,439,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200
a325,Taihei,sushi bars,japanese,2195 S Garfield Ave,Monterey Park,91754,3237261787,2,4,409,1130,1400,1700,2100,1130,1400,1700,2100,1130,1400,1700,2100,1130,1400
a326,J & S,mexican,,887 N Garfield Ave,Montebello,90640,3237258106,1,3.5,414,,,,,,,,,,,,,,
a327,Z's Crazy Good,breakfast & brunch,caterers,1470 Monterey Pass Rd,Monterey Park,91754,3232607996,1,4,425,700,2000,700,2000,700,2000,700,2000,700,2000,800,1600,,
a328,Churros Don Abel,mexican,street vendors,5468 Whittier Blvd,East Los Angeles,90022,5626125991,1,5,398,1200,2230,1200,2230,1200,2230,1200,2230,1000,2300,1000,2300,1000,2300
a329,Ruby's Diner,diners,burgers,100 Citadel Dr,Los Angeles,90040,3233827829,2,3,368,730,2000,730,2000,730,2000,730,2000,730,2000,730,2000,730,2000
a330,Lupe's Burritos,food stands,mexican,4642 E 3rd St,Los Angeles,90022,3232666881,1,4,335,1000,2130,1000,2130,1000,2130,1000,2130,1000,2130,1000,1700,,
a331,Ordonez Mexican Restaurant,mexican,,872 N Garfield Ave,Montebello,90640,3237246386,2,3,360,,,,,,,,,,,,,,
a332,Frikadelles & Frites,burgers,fast food,6438 Whittier Blvd,Los Angeles,90022,3237282207,2,4.5,326,1130,2000,1130,2000,1130,2000,1130,2200,1130,2200,1300,1900,,
a333,Lee's Tofu,korean,,2008 S Atlantic Blvd,Monterey Park,91754,3238694920,2,4,277,1030,2130,1030,2130,1030,2130,1030,2130,1030,2130,1030,2130,,
a334,Montebello Pho & Sandwich,vietnamese,sandwiches,2456 W Whittier Blvd,Montebello,90640,3237282902,1,4,297,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,1000,2200,,
a335,Venice Room,bars,karaoke,2428 S Garfield Ave,Monterey Park,91754,3237223075,2,4,275,1000,2400,1000,2400,1000,2400,1000,100,1000,100,1000,100,1000,100
a336,Chronis' Famous Sandwich Shop,hot dogs,sandwiches,5825 Whittier Blvd,Los Angeles,90022,3237287806,1,4,253,900,2000,900,2000,900,2000,900,2000,900,2000,900,2000,900,2000
a337,Los Molcajetes,salvadoran,,5116 E Beverly Blvd,Los Angeles,90022,3232689893,1,4,255,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100
a338,So-Cal Burgers Chill & Grill,burgers,fast food,203 S Mednik Ave,Los Angeles,90022,3232633188,2,4.5,261,1030,2000,1030,2000,1030,2000,1030,2000,1030,2000,1030,1700,,
a339,King Taco,mexican,,4300 E Olympic Blvd,Los Angeles,90023,3232649051,1,3,243,830,2400,830,2400,830,2400,830,2400,830,300,830,300,830,2400
a340,Cities Restaurant,lounges,american (new),4512 E Cesar Chavez Ave,Los Angeles,90022,3235264555,2,3.5,236,1600,2400,1600,2400,1600,200,1600,200,1700,200,,,,
a341,Shinano Restaurant,sushi bars,japanese,1106 S Atlantic Blvd,Monterey Park,91754,6263000130,2,3.5,202,1130,1430,1700,2130,1130,1430,1700,2130,1130,1430,1700,2130,1130,1430
a342,Jay's Pizza,pizza,sandwiches,2412 S Garfield Ave,Monterey Park,91754,3237244324,1,4.5,218,1100,2100,1100,2100,1100,2100,1100,2100,1100,2200,1100,2200,1100,2100
a343,Tamayo Restaurant,mexican,,5300 E Olympic Blvd,Los Angeles,90022,3232604700,2,4,207,1030,2100,1030,2100,1030,2100,1030,2100,1030,2200,1700,2200,,
a344,Fish Taco Express,mexican,,5144 E Beverly Blvd,East Los Angeles,90022,3232648233,1,4,195,800,2200,800,2200,800,2200,800,2200,800,2200,800,2200,900,2200
a345,Ravello Osteria,italian,pasta shops,2315 S Garfield Ave,Monterey Park,91754,3237227600,2,4,187,1130,1400,1700,2100,1130,1400,1700,2100,1130,1400,1700,2200,1130,1400
a346,Oasis Pupuseria,latin american,,2078 S Atlantic Blvd,Monterey Park,91754,3237245736,1,3,189,1030,2000,1030,2000,1030,2000,1030,2000,1030,2000,1000,2000,1000,2000
a347,Chipotle Mexican Grill,mexican,fast food,2180 S Atlantic Blvd,Monterey Park,91754,3234886944,1,2.5,190,1030,2200,1030,2200,1030,2200,1030,2200,1030,2200,1030,2200,1030,2200
a348,Mr M's Hot Wings And Things,chicken wings,bars,886 N Garfield Ave,Montebello,90640,3234771345,2,3,184,1100,2200,1100,2200,1100,2200,1100,2300,1100,2400,1100,2400,1100,2200
a349,Tokyo Doggie Style,food trucks,japanese,,Los Angeles,90001,,2,4.5,165,,,,,,,,,,,,,,
a350,Okamoto Kitchen,food trucks,japanese,,Los Angeles,91423,8183739767,2,4.5,168,,,,,,,,,,,,,,
a351,Bomb Chicken,chicken wings,korean,2300 Garfield Ave S,Monterey Park,91754,3235300355,2,4,168,1130,2100,1130,2100,1130,2100,1130,2100,1130,2100,1130,2100,,
a352,Amazebowls,food trucks,vegan,,Los Angeles,90007,,1,4.5,158,900,1700,900,1700,900,1700,900,1700,900,1700,,,,
a353,Thai House Express,thai,,2099 S Atlantic Blvd,Monterey Park,91754,3232682278,1,3.5,166,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100,900,2100
a354,El Gallo Grill,mexican,,4533 E Cesar E Chavez Ave,Los Angeles,90022,3239808669,2,3.5,166,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1200,2000,,
a355,Tacos Ensenada,mexican,,5161 E Pomona Blvd,East Los Angeles,90022,3239809737,1,4,162,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100
a356,Meme's BBQ Smoke House,tex-mex,barbeque,5372 Whittier Blvd,Los Angeles,90022,3237216224,2,4.5,160,1100,1500,1100,1800,1100,1800,1100,1800,1100,1800,1100,1700,,
a357,Canton City Restaurant,cantonese,,121 N Garfield Ave,Montebello,90640,3237240714,2,4,158,1130,2100,1130,2100,1130,2100,1130,2200,1130,2200,1200,2100,,
a358,Mariscos Jalisco,mexican,seafood,3040 E Olympic Blvd,Los Angeles,90023,3235286701,1,4.5,521,900,1730,900,1730,900,1730,900,1730,900,1730,900,1730,900,1730
a359,Mariscos 4 Vientos,mexican,food stands,3000 E Olympic Blvd,Los Angeles,90023,3232664045,1,4,498,900,1730,900,1730,900,1730,900,1730,900,1800,900,1800,900,1800
a360,Los Cinco Puntos,delis,meat shops,3300 E Cesar E Chavez Ave,Los Angeles,90063,3232614084,1,4.5,413,800,1800,800,1800,800,1800,800,1800,700,1800,700,1800,,
a361,Mariscos El Jato,seafood,mexican,2936 E 4th St,Los Angeles,90033,3232646590,1,4,320,1000,1700,1000,1700,1000,1700,1000,1700,1000,1700,1000,1700,1000,1700
a362,El Mercadito de Los Angeles,mexican,bakeries,3425 E 1st St,Los Angeles,90063,3232624507,2,4,242,1000,2000,1000,2000,1000,2000,1000,2000,1000,2100,900,2100,900,2100
a363,Arctic Hotspot Bakery & Cafe,bakeries,cafes,2509 E 4th St,Los Angeles,90033,3232647912,1,4.5,191,700,1730,700,1730,700,1730,700,1730,700,1730,900,1500,900,1500
a364,PattyWagon,burgers,food trucks,,Los Angeles,90101,,1,4,190,1130,2100,1130,2100,1130,2100,1130,2100,1130,2100,1130,2100,1130,2100
a365,Pioneer Chicken,fast food,,904 S Soto St,Los Angeles,90023,3232624562,1,4,186,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100
a366,Puertos Del Pacifico,seafood,mexican,1240 S Soto St,Los Angeles,90023,3232620203,2,4,188,1000,2000,1000,2000,1000,2000,1000,2000,1000,2100,1000,2100,1000,200
a367,Teresita's,mexican,,3826 E 1st St,Los Angeles,90063,3232666045,2,4,182,1000,2030,1000,2030,1000,2030,1000,2100,800,2100,800,1700,,
a368,King Cole Pizza,pizza,italian,612 S Lorena St,Los Angeles,90023,3232684145,2,3.5,177,1100,2200,1100,2200,1100,2200,1100,2200,1100,2400,1100,2400,1100,2200
a369,Cemitas La China Poblana,mexican,,3568 Whittier Blvd,Los Angeles,90023,3232638310,1,3.5,160,1000,2100,1000,2100,1000,2100,1000,2100,1000,2100,1000,2200,1000,2200
a370,Tacos El Pecas,mexican,street vendors,999 S Soto St,Los Angeles,90023,3238164475,1,4.5,141,1700,2400,1700,2400,1700,2400,1700,2400,1600,130,1600,130,1600,2400
a371,Richeeze,food trucks,sandwiches,,Los Angeles,90005,8668090263,2,3.5,156,1100,2400,1100,2400,1100,2400,1100,2400,1100,2400,1100,2400,1100,2400
a372,La Estrella Restaurant,mexican,,940 S Lorena St,Los Angeles,90023,3232664349,1,4,142,1100,2400,1100,2400,1100,2400,1100,2400,1100,2400,1100,2400,1100,2400
a373,Mariscos Linda,mexican,,3667 E Olympic Blvd,Los Angeles,90023,3232619948,2,4.5,121,1000,2200,1000,2200,1000,2200,1000,2200,900,2230,900,2230,900,2230
a374,Tacos Super Gallito,mexican,,3822 E Olympic Blvd,Los Angeles,90023,3239809815,1,4,112,800,2400,800,2400,800,2400,800,2400,800,200,800,200,800,2400
a375,Postcards Central American Soul Food,food trucks,soul food,,Los Angeles,90015,3108010441,2,4.5,112,1045,2000,1045,2000,1045,2000,1045,2000,1045,2000,1200,2000,1200,1800
a376,Thai Silk Express,thai,seafood,1260 S Soto St,Los Angeles,90023,3232684695,1,4,111,1030,2100,1030,2100,1030,2100,1030,2100,1030,2100,1100,2100,,
a377,Thai Daily BBQ,thai,barbeque,3552 E Cesar E Chavez Ave,Los Angeles,90063,3239809335,1,4,109,1030,2130,1030,2130,1030,2130,1030,2130,1030,2130,1030,2130,,
a378,Mariscos 4 Vientos,seafood,mexican,1412 S Lorena St,Los Angeles,90023,3232649420,1,4,101,930,1900,930,1900,930,1900,930,1900,930,1915,930,1915,930,1915
a379,Birrieria Chalio,mexican,,3580 E 1st St,Los Angeles,90063,3232685349,2,4,98,700,2000,700,2000,700,2000,700,2000,700,2100,700,2100,700,2100
a380,Pinch of Flavor,food trucks,mexican,,Santa Monica,90405,2138805513,1,4,98,1000,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100
a381,Burning Buns,food trucks,burgers,,Los Angeles,90012,6574002867,2,4.5,97,1100,2000,1100,2000,1100,2000,1100,2000,1000,2000,1100,2100,1100,2000
a382,Rae G Cafe,coffee & tea,breakfast & brunch,3666 S Soto St,Vernon,90058,3235855551,1,4,92,,,,,,,,,,,,,,
a383,Wise Barbecue,food trucks,barbeque,,Los Angeles,90019,3238280861,2,3.5,99,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,,
a384,Samurai Sushi & Teriyaki,sushi bars,japanese,1260 S Soto St,Los Angeles,90023,3235261717,2,4,95,1030,2000,1030,2000,1030,2000,1030,2000,1030,2000,1100,2000,,
a385,Tamales Lilianas,mexican,,3448 E 1st St,Los Angeles,90063,3237800839,1,3.5,86,800,2100,800,2100,800,2100,800,2100,800,2100,700,2100,700,2100
a386,Keep It C'asian,food trucks,cajun/creole,,Santa Monica,90405,6267476788,2,4.5,82,,,,,,,,,,,,,,
a387,Chef Kang Food Truck,food trucks,asian fusion,401 S Vermont Ave,Los Angeles,90020,2134254157,1,5,88,1130,2330,1130,2330,1130,2330,1130,2330,1130,2330,1130,2330,1130,2330
a388,Huitlacoche,food trucks,mexican,757 S La Brea Ave,Los Angeles,90017,3233810688,1,5,85,1800,2200,1800,2300,1800,2300,2000,200,,,,,,
a389,Cemitas Poblanas El Sapito,mexican,,3010 E 1st St,Los Angeles,90063,3238810428,1,4,82,1000,2130,1000,2130,1000,2130,1000,2130,1000,2130,1000,2130,1000,2130
a390,Doty's Tacos,mexican,food trucks,14415 Crenshaw Blvd,Gardena,90249,3102207685,1,4.5,81,1830,2400,1830,2400,1830,2400,1830,2400,1830,100,1830,100,1830,30
a391,Salad Farm,salad,fast food,3600 S Soto St,Vernon,90058,3232779080,1,3,78,1000,1600,1000,1600,1000,1600,1000,1600,1000,1600,,,,
a392,Belly BombZ Wings Truck & Catering,food trucks,korean,17712 Chatsworth St,Los Angeles,91344,3238348229,1,3.5,74,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200
a393,El Rinconcito del Mar,mexican,,2908 E 1st St,Los Angeles,90033,3232698723,2,3.5,74,,,,,,,,,,,,,,
a394,Super Smash Buns,food trucks,burgers,1600 Vine St,Los Angeles,90028,2137877585,2,4,78,1030,300,1030,300,1030,300,1030,300,1030,300,1030,300,1030,300
a395,Z's Place,american (traditional),,3805 S Soto St,Vernon,90058,3235893474,2,4,68,,,,,,,,,,,,,,
a396,El Mercadito Mariachi Restaurant,mexican,,3425 E 1st St,Los Angeles,90063,3232683451,2,2.5,83,1000,2300,1000,2300,1000,2300,1000,100,900,130,900,130,900,100
a397,El Flaco Tacos,food stands,mexican,Downey Rd & 3rd St,Los Angeles,90063,3232440983,1,4.5,61,1800,2400,1800,2400,1800,2400,1800,2400,1800,300,1800,300,1800,2400
a398,Taqueria La Plebe and More,food trucks,mexican,8802 Reseda Blvd,Los Angeles,91324,7479989481,1,4.5,62,1900,30,1900,30,1900,30,1930,30,1900,130,1900,130,1130,2400
a399,The Griddle Cafe,breakfast & brunch,,7916 W Sunset Blvd,Hollywood,90046,3238740377,2,4,5028,700,1600,700,1600,700,1600,700,1600,700,1600,800,1600,800,1600
a400,Tito's Tacos,mexican,,11222 Washington Pl,Culver City,90230,3103915780,1,3.5,4270,1000,2200,1000,2200,1000,2200,1000,2200,1000,2300,1000,2300,1000,2200
a401,Bay Cities Italian Deli,delis,sandwiches,1517 Lincoln Blvd,Santa Monica,90401,3103958279,1,4,4065,900,1800,900,1800,900,1800,900,1800,900,1800,900,1800,,
a402,Gjelina,american (new),breakfast & brunch,1429 Abbot Kinney Blvd,Venice,90291,3104501429,3,3.5,4095,800,2400,800,2400,800,2400,800,2400,800,2400,800,2400,800,2400
a403,The Misfit Restaurant + Bar,bars,american (new),225 Santa Monica Blvd,Santa Monica,90401,3106569800,2,4,3288,1200,2400,1200,2400,1200,2400,1200,100,1200,100,1100,100,1030,2300
a404,Tsujita LA Artisan Noodle,ramen,noodles,2057 Sawtelle Blvd,Los Angeles,90025,3102317373,2,4,3141,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200
a405,Father's Office,burgers,american (new),1018 Montana Ave,Santa Monica,90403,3103932337,2,4,2919,1700,100,1700,100,1700,100,1700,100,1600,200,1200,200,1200,2400
a406,Urth Caffé - Santa Monica,breakfast & brunch,desserts,2327 Main St,Santa Monica,90405,3103147040,2,4,2855,600,2300,600,2300,600,2300,600,2300,600,2400,600,2400,600,2300
a407,Yamashiro Hollywood,japanese,asian fusion,1999 N Sycamore Ave,Hollywood,90068,3234665125,3,3.5,2851,1700,2300,1700,2300,1700,2300,1700,2300,1700,2400,1700,2400,1100,1500
a408,Bea Bea's,breakfast & brunch,american (new),353 N Pass Ave,Burbank,91505,8188462327,2,4,2782,700,1500,700,1500,700,1500,700,1500,700,1600,700,1600,700,1600
a409,Bossa Nova on Sunset,brazilian,pizza,7181 W Sunset Blvd,Los Angeles,90046,3234367999,2,3.5,2686,1100,330,1100,330,1100,330,1100,400,1100,400,1100,400,1100,330
a410,26 Beach Restaurant,american (new),burgers,3100 Washington Blvd,Venice,90291,3108237526,2,4,2552,800,2130,800,2130,800,2130,800,2130,800,2200,800,2200,800,2100
a411,The Apple Pan,burgers,diners,10801 W Pico Blvd,Los Angeles,90064,3104753585,2,3.5,2546,1100,2400,1100,2400,1100,2400,1100,100,1100,100,1100,2400,,
a412,Aroma Coffee & Tea,coffee & tea,sandwiches,4360 Tujunga Ave,Studio City,91604,8185086505,2,4,2479,600,2300,600,2300,600,2300,600,2300,600,2300,600,2300,630,2300
a413,Tatsu Ramen,ramen,,2123 Sawtelle Blvd,Los Angeles,90025,3106842889,2,4,2462,,,,,,,,,,,,,,
a414,Plan Check Kitchen + Bar,burgers,gastropubs,1800 Sawtelle Blvd,Los Angeles,90025,3104441411,2,4,2362,1130,2200,1130,2200,1130,2200,1130,2300,1130,2400,1130,2400,1000,2200
a415,Honey's Kettle Fried Chicken,southern,american (new),9537 Culver Blvd,Culver City,90232,3102025453,2,3.5,2342,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300,1100,2200
a416,Umami Burger - Santa Monica,burgers,american (new),525 Broadway,Santa Monica,90401,3104511300,2,4,2321,1130,2300,1130,2300,1130,2300,1130,2300,1130,2400,1130,2400,1130,2300
a417,Hokkaido Ramen Santouka,ramen,noodles,3760 S Centinela Ave,Los Angeles,90066,3103911101,1,4.5,2093,1100,2030,1100,2030,1100,2030,1100,2030,1100,2030,1100,2030,1100,2030
a418,Baby Blues BBQ -Venice,barbeque,,444 Lincoln Blvd,Venice,90291,3103967675,2,4,2176,1130,2100,1130,2100,1130,2100,1130,2100,1130,2100,1130,2100,1130,2100
a419,800 Degrees Neapolitan Pizzeria,pizza,salad,10889 Lindbrook Dr,Los Angeles,90024,3104431911,2,3.5,2162,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200
a420,Fritto Misto,italian,,601 Colorado Ave,Santa Monica,90401,3104582829,2,4.5,2101,1130,2200,1130,2200,1130,2200,1130,2200,1130,2230,1130,2230,1130,2130
a421,Urth Caffé-Beverly Hills,coffee & tea,sandwiches,267 S Beverly Dr,Beverly Hills,90212,3102059311,2,4,2108,600,2300,600,2300,600,2300,600,2300,600,2400,600,2400,600,2300
a422,The Magic Castle,performing arts,american (new),7001 Franklin Ave,Hollywood,90028,3238513313,3,4,2048,1700,200,1700,200,1700,200,1645,200,1100,1500,1645,200,1000,1500
a423,Crave Café,creperies,breakfast & brunch,14504 Ventura Blvd,Sherman Oaks,91403,8189907888,2,3.5,2190,,,,,,,,,,,,,,
a424,Tender Greens,american (new),salad,9523 Culver Blvd,Culver City,90232,3108428300,2,4,1914,1100,2100,1100,2100,1100,2100,1100,2100,1100,2200,1100,2200,1100,2100
a425,Versailles Restaurant,cuban,,10319 Venice Blvd,Los Angeles,90034,3105583168,2,4,1938,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300,1100,2200
a426,RockSugar Southeast Asian Kitchen,indonesian,vietnamese,10250 Santa Monica Blvd,Los Angeles,90067,3105529988,2,4,1934,1130,2200,1130,2200,1130,2200,1130,2200,1130,2300,1130,2300,1130,2200
a427,Rush Street,american (new),sports bars,9546 Washington Blvd,Culver City,90232,3108379546,2,3.5,1915,1130,2330,1130,2330,1130,2330,1130,130,1130,130,1030,130,1030,2330
a428,Churros Calientes,cafes,desserts,11521 Santa Monica Blvd,Los Angeles,90025,4242483890,1,4,1663,1830,2330,1830,2330,1830,2330,1830,2330,1700,2330,1700,2330,,
a429,Upper West,american (new),,3321 Pico Blvd,Santa Monica,90405,3105861111,2,4,1659,1130,1500,1700,2200,1130,1500,1700,2200,1130,1500,1700,2200,1130,1500
a430,ROC Sawtelle,chinese,taiwanese,2049 Sawtelle Blvd,Los Angeles,90025,3102352089,2,3.5,1523,1100,2200,1100,2200,1100,2200,1100,2200,1100,2230,1030,2230,1030,2200
a431,Hide Sushi Japanese Restaurant,japanese,sushi bars,2040 Sawtelle Blvd,Los Angeles,90025,3104777242,2,4,1437,1130,2100,1130,2100,1130,2100,1130,2100,1130,2100,1130,2000,,
a432,Korean Super,korean,delis,11313 Mississippi Ave,Los Angeles,90025,4242480872,1,4,1357,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100,1100,2100
a433,Hurry Curry of Tokyo,japanese curry,salad,2131 Sawtelle Blvd,Los Angeles,90025,3104731640,2,3.5,1368,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300,1100,2200
a434,Tsujita LA Artisan Noodle Annex,ramen,noodles,2050 Sawtelle Blvd,Los Angeles,90025,3102310222,2,4,1373,1100,2400,1100,2400,1100,2400,1100,2400,1100,2400,1100,2400,1100,2400
a435,SushiStop,sushi bars,japanese,2053 Sawtelle Blvd,Los Angeles,90025,3104733999,1,3.5,1366,1130,2200,1130,2200,1130,2200,1130,2200,1130,2300,1130,2300,1130,2200
a436,Westside Tavern,american (new),pubs,10850 W Pico Blvd,Los Angeles,90064,3104701539,2,4,1338,1100,2200,1100,2200,1100,2200,1100,2200,1100,2300,1100,2300,1100,2200
a437,Amandine Patisserie Cafe - Brentwood,bakeries,sandwiches,12225 Wilshire Blvd,Los Angeles,90025,3109793211,2,4,1276,700,2100,700,2100,700,2100,700,2100,700,2100,700,2100,700,2100
a438,Nong La Cafe,vietnamese,,2055 Sawtelle Blvd,Los Angeles,90025,3102681881,2,3.5,1212,1130,2200,1130,2200,1130,2200,1130,2200,1130,2230,1130,2230,1130,2200
a439,Native Foods Cafe,vegan,vegetarian,1114 Gayley Ave,Los Angeles,90024,3102091055,2,4,1239,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200,1100,2200
a440,Volcano Tea House,taiwanese,tea rooms,2111 Sawtelle Blvd,Los Angeles,90025,3104455326,1,3.5,1156,1100,100,1100,100,1100,100,1100,100,1100,200,1100,200,1100,100
a441,Daikokuya Sawtelle,ramen,noodles,2208 Sawtelle Blvd,Los Angeles,90064,3105754999,2,4,1167,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200,1100,200
a442,Emporium Thai,thai,vegetarian,1275 Westwood Blvd,Los Angeles,90024,3104782838,2,3.5,1295,1100,2230,1100,2230,1100,2230,1100,2230,1100,2300,1100,2300,1700,2230
a443,Zankou Chicken,mediterranean,armenian,1716 S Sepulveda Blvd,Los Angeles,90025,3104440550,1,4,1181,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300,1000,2300
a444,Literati Cafe,coffee & tea,american (traditional),12081 Wilshire Blvd,Los Angeles,90025,3102317484,2,3.5,1117,700,2200,700,2200,700,2200,700,2200,700,2200,800,2200,800,2200
