_id,id_a,id_b,name_a,name_b,city,zipcode,address,phone,category_1,category_2,category_3,category_4,price_a,rating_a,review_count_a,price_b,rating_b,review_count_b,hours_sun_open,hours_sun_close,hours_mon_open,hours_mon_close,hours_tue_open,hours_tue_close,hours_wed_open,hours_wed_close,hours_thu_open,hours_thu_close,hours_fri_open,hours_fri_close,hours_sat_open,hours_sat_close
21891,a484,b865,Eastside Market Italian Deli,Eastside Market,Los Angeles,90012.0,1013 Alpine St,2132502464.0,Italian,American,italian,delis,1.0,4.5,863,1.0,4.5,33,800.0,1600.0,800.0,1600.0,800.0,1600.0,800.0,1600.0,800.0,1600.0,900.0,1500.0,800.0,1400.0
22029,a491,b1494,Mexicali Taco & Co,Mexicali Taco & Co.,Los Angeles,90012.0,702 N Figueroa St,2136130416.0,Mexican,Fast Food,mexican,,1.0,4.0,760,1.0,4.5,15,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2400.0,1100.0,2400.0,1000.0,1600.0
22413,a575,b2607,Ramen Champ,Ramen Champ,Los Angeles,90012.0,727 N Bdwy,2132660055.0,Chinese,,ramen,,2.0,3.5,414,2.5,4.5,9,1130.0,1530.0,1730.0,2130.0,1130.0,1530.0,1730.0,2130.0,1130.0,1530.0,1730.0,2130.0,1730.0,2200.0
22592,a577,b947,Phoenix Inn Chinese Cuisine,Phoenix Inn Chinese Cuisine,Los Angeles,90012.0,301 Ord St,2136292812.0,Chinese,,chinese,,2.0,3.5,326,1.0,4.5,27,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,100.0
24669,a1017,b642,JiST Cafe,Jist Cafe,Los Angeles,90012.0,116 Judge John Aiso St,2137922116.0,Cafe,Vegetarian Friendly,american (new),breakfast & brunch,2.0,4.0,936,2.5,4.5,33,700.0,1400.0,700.0,1400.0,700.0,1400.0,700.0,1400.0,800.0,1500.0,800.0,1500.0,800.0,1500.0
24819,a1018,b1717,Kouraku Restaurant,Koraku Restaurant,Los Angeles,90012.0,314 E 2nd St,2136874972.0,Japanese,Asian,japanese,,1.0,3.5,913,1.0,4.0,33,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,2400.0
24915,a1019,b975,Mr Ramen,Mr. Ramen,Los Angeles,90012.0,341 1/2 E 1st St,2136264252.0,Japanese,Soups,ramen,,1.0,3.5,952,1.0,4.0,54,1130.0,2400.0,1130.0,2400.0,1130.0,2400.0,1130.0,2400.0,1130.0,2400.0,1130.0,2400.0,1130.0,2400.0
25187,a1021,b2421,TOT / Teishokuya of Tokyo,Teishokuya of Tokyo,Los Angeles,90012.0,345 E 2nd St,2136800344.0,Japanese,Asian,japanese,,2.0,3.5,763,2.5,4.0,21,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0
25287,a1022,b1893,Mitsuru Cafe,Mitsuru Cafe,Los Angeles,90012.0,117 Japanese Village Plz Mall,2136131028.0,Japanese,Asian,japanese,,1.0,4.0,734,1.0,4.0,30,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,1900.0,1100.0,2100.0
25385,a1023,b1175,My Ramen Bar,Manichi Ramen,Los Angeles,90012.0,321 1/4 E 1st St,2136139888.0,Japanese,Asian,ramen,,2.0,4.0,602,1.0,4.5,20,1030.0,2230.0,1030.0,2230.0,1030.0,2230.0,1030.0,2230.0,1030.0,2230.0,1030.0,2230.0,1100.0,2230.0
25674,a1025,b2931,Zencu Sushi & Grill,Zencu Sushi and Grill,Los Angeles,90012.0,319 E 2nd St,2136877780.0,Japanese,Sushi,sushi bars,japanese,2.0,3.0,486,2.5,4.0,19,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1200.0,2300.0,1200.0,2200.0
25910,a1027,b3039,Sushi & Teri,Sushi and Teri,Los Angeles,90012.0,116 Japanese Village Plz Mall,2136878368.0,Japanese,Sushi,sushi bars,japanese,1.0,2.5,297,1.0,4.0,11,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2100.0
25953,a1028,b900,Kagura Downtown,Kagura Downtown,Los Angeles,90012.0,137 Japanese Village Plz,2136809868.0,Japanese,Sushi,japanese,sushi bars,2.0,3.0,290,2.5,4.0,46,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0,1130.0,2230.0
26107,a1029,b2186,Korean Kitchen Hibachi Barbeque,Korean Kitchen Hibachi Barbeque,Los Angeles,90012.0,135 Japanese Village Pl Mall,2136801039.0,Asian,Korean,korean,,2.0,4.0,279,1.0,4.5,13,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
27033,a1037,b2060,Tamon Sushi,Tamon,Los Angeles,90012.0,328 E 1st St,2136177839.0,,,japanese,sushi bars,2.0,4.0,81,2.5,4.0,17,630.0,1030.0,1130.0,1430.0,1730.0,2200.0,630.0,1030.0,1130.0,1430.0,1730.0,2200.0,630.0,1030.0
27825,a1159,b1446,Pho 87,Pho 87 Restaurant,Los Angeles,90012.0,1019 N Broadway,3232270758.0,Asian,Vietnamese,vietnamese,noodles,1.0,4.0,1168,1.0,4.0,31,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,900.0,2100.0,900.0,2100.0
27899,a1163,b335,Nick's Cafe,Nick's Cafe,Los Angeles,90012.0,1300 N Spring St,3232221450.0,American,Cafe,diners,breakfast & brunch,2.0,4.0,878,1.0,4.5,58,530.0,1500.0,530.0,1500.0,530.0,1500.0,530.0,1500.0,530.0,1500.0,630.0,1500.0,630.0,1500.0
28128,a2198,b224,Noe Restaurant and Bar,Noe Restaurant & Bar,Los Angeles,90012.0,251 S Olive St,2133564100.0,American,Seafood,bars,french,3.0,4.0,357,4.0,4.0,202,1500.0,130.0,1500.0,130.0,1500.0,130.0,1500.0,130.0,1500.0,130.0,1500.0,130.0,1500.0,130.0
28278,a2199,b962,Vespaio,Vespaio,Los Angeles,90012.0,225 S Grand Ave,2132217244.0,Italian,Mediterranean,italian,pizza,2.0,3.5,423,2.5,4.0,119,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0
28375,a2200,b519,Grand Café,Grand Cafe Omni Hotel,Los Angeles,90012.0,251 S Olive St,2133564155.0,American,Vegetarian Friendly,breakfast & brunch,american (new),2.0,4.0,322,2.5,4.5,47,630.0,1500.0,630.0,1500.0,630.0,1500.0,630.0,1500.0,630.0,1500.0,700.0,1500.0,700.0,1500.0
28632,a2202,b1077,Ocho Mexican Grill,Ocho Mexican Grill,Los Angeles,90012.0,255 S Grand Ave,2137884888.0,Mexican,Fast Food,mexican,,1.0,3.5,190,1.0,4.5,26,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,2000.0,1100.0,1600.0,1100.0,1600.0
30097,a97,b377,Church & State,Church and State,Los Angeles,90021.0,1850 Industrial St,2134051434.0,French,European,french,bars,3.0,3.5,1613,2.5,4.0,160,1130.0,1430.0,1730.0,2100.0,1130.0,1430.0,1730.0,2100.0,1130.0,1430.0,1730.0,2100.0,1130.0,1430.0
30108,a154,b51,Bestia,Bestia Restaurant,Los Angeles,90021.0,2121 E 7th Pl,2135145724.0,Italian,Vegetarian Friendly,italian,cocktail bars,3.0,4.5,4600,4.0,4.5,488,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2400.0,1700.0,2400.0,1700.0,2300.0
30124,a273,b478,Yxta Cocina Mexicana,Yxta,Los Angeles,90021.0,601 S Central Ave,2135965579.0,Mexican,Latin,mexican,cocktail bars,2.0,4.0,890,2.5,4.5,52,1130.0,2100.0,1130.0,2100.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1600.0,2200.0,1700.0,2200.0
30139,a275,b1661,Pizzanista!,Pizzanista!,Los Angeles,90021.0,2019 E 7th St,2136271430.0,Pizza,Fast Food,pizza,,1.0,4.0,851,1.0,4.5,19,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2200.0,1100.0,1200.0
30151,a277,b1441,Little Bear,Little Bear,Los Angeles,90021.0,1855 Industrial St,2136228100.0,European,,gastropubs,belgian,2.0,3.5,695,2.5,4.0,24,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1000.0,200.0,1000.0,200.0
30194,a289,b2280,Pour Haus Wine Bar,Pour Haus Wine Bar,Los Angeles,90021.0,1820 Industrial St,2133270304.0,,,wine bars,american (new),2.0,4.5,431,2.5,4.5,10,1200.0,2130.0,1200.0,2200.0,1200.0,2200.0,1200.0,2200.0,1200.0,2400.0,1200.0,2400.0,1200.0,2130.0
30209,a290,b2700,Farmer Boys,Farmer Boys,Los Angeles,90021.0,726 S Alameda St,2132288999.0,American,,breakfast & brunch,,1.0,3.5,418,1.0,4.5,7,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0
30213,a293,b272,Officine Brera,Officine Brera,Los Angeles,90021.0,1331 E 6th St,2135538006.0,Italian,Vegetarian Friendly,italian,desserts,3.0,4.0,417,4.0,4.5,72,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0,1730.0,2200.0,1130.0,1430.0
30251,a98,b1104,Taqueria Los Anaya,Taqueria Los Anaya,Los Angeles,90016.0,4651 W Adams Blvd,3237314070.0,Mexican,Latin,mexican,,1.0,4.5,877,1.0,4.5,26,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,700.0,2100.0,800.0,1700.0
30258,a101,b1637,Honey Bee's House of Breakfast,Honeybees House of Breakfast,Los Angeles,90016.0,4715 W Adams Blvd,3237317203.0,Cafe,,breakfast & brunch,salvadoran,1.0,4.0,614,1.0,4.5,15,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0
30266,a102,b2619,Phillips Barbecue,Phillips Barbeque,Los Angeles,90016.0,2619 Crenshaw Blvd,3237314772.0,Barbecue,,barbeque,,2.0,4.0,406,,5.0,6,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,1800.0,1100.0,2200.0
30387,a200,b2744,JNJ Burger  & BBQ,JNJ Burger & BBQ,Los Angeles,90016.0,5754 W Adams Blvd,3239345390.0,,,barbeque,burgers,1.0,4.0,411,1.0,4.5,7,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1830.0,1000.0,1930.0,1000.0,1930.0,,
30391,a201,b1904,Delicious Pizza,Delicious Pizza,Los Angeles,90016.0,5419 W Adams Blvd,3234243014.0,Pizza,Italian,pizza,,2.0,4.0,366,2.5,4.5,13,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2400.0,1000.0,2300.0,1000.0,2300.0
30412,a223,b2775,Normandie Bakery,Normandie Pate,Los Angeles,90016.0,3022 S Cochran Ave,3239395528.0,Cafe,,bakeries,french,2.0,3.5,147,,5.0,6,700.0,1700.0,700.0,1700.0,700.0,1700.0,700.0,1700.0,700.0,1700.0,700.0,1600.0,830.0,1500.0
30463,a100,b1135,Harold & Belle's,Harold and Belle's,Los Angeles,90018.0,2920 W Jefferson Blvd,3237359918.0,American,Cajun & Creole,cajun/creole,southern,2.0,3.5,647,2.5,4.0,74,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1130.0,2300.0,1130.0,2200.0
30477,a104,b908,Dulan's On Crenshaw,Dulan's On Crenshaw,Los Angeles,90043.0,4859 Crenshaw Blvd,3232963034.0,American,,soul food,,2.0,4.0,398,2.5,4.5,33,1100.0,2000.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2000.0
30480,a815,b675,Orleans and York Deli,Orleans and York Deli,Los Angeles,90043.0,4454 W Slauson Ave,3232918800.0,American,Cajun & Creole,cajun/creole,american (traditional),2.0,4.5,590,2.5,4.5,42,1000.0,2030.0,1000.0,2030.0,1000.0,2030.0,1000.0,2030.0,1000.0,2130.0,1000.0,2130.0,1030.0,2130.0
30486,a817,b1225,Simply Wholesome,Simply Wholesome,Los Angeles,90043.0,4508 W Slauson Ave,3232942144.0,American,Healthy,soul food,caribbean,2.0,4.0,532,2.5,4.5,29,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,1000.0,2100.0
30511,a826,b2964,La Louisanne,LA Louisanne INC,Los Angeles,90043.0,5812 Overhill Dr,3232935073.0,American,,cajun/creole,,2.0,2.5,221,2.5,4.0,20,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0
30568,a148,b148,JW's Steakhouse,JW's Steakhouse,Los Angeles,90045.0,5855 West Century Boulevard,3106415700.0,American,Steakhouse,steakhouses,seafood,3.0,4.0,97,4.0,4.5,139,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0
30853,a894,b38,Ayara Thai Cuisine,Ayara Thai Cuisine,Los Angeles,90045.0,6245 W 87th St,3104108848.0,Asian,Thai,thai,caterers,2.0,4.0,1636,2.5,4.5,207,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
30931,a896,b225,Kanpai Japanese Sushi Bar & Grill,Kanpai Sushi Bar and Grill,Los Angeles,90045.0,8325 Lincoln Blvd,3103387223.0,Japanese,Sushi,japanese,sushi bars,3.0,4.0,1251,2.5,4.5,114,1130.0,100.0,1130.0,100.0,1130.0,100.0,1130.0,100.0,1130.0,100.0,1200.0,100.0,1200.0,100.0
31070,a901,b47,Truxton's American Bistro,Truxton's American Bistro,Los Angeles,90045.0,8611 Truxton Ave,3104178789.0,American,Vegetarian Friendly,american (new),,2.0,4.0,1121,2.5,4.5,206,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,900.0,2200.0,900.0,2200.0
31148,a902,b282,The Coffee Co,The Coffee Co.,Los Angeles,90045.0,8751 La Tijera Blvd,3106457315.0,American,Cafe,coffee & tea,breakfast & brunch,2.0,4.0,1044,2.5,4.5,92,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,730.0,1500.0,730.0,1500.0
31215,a905,b118,Pann's Restaurant,Pann's,Los Angeles,90045.0,6710 La Tijera Blvd,3237763770.0,American,Delicatessen,burgers,american (traditional),2.0,4.0,977,2.5,4.5,176,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,800.0,1600.0
31293,a906,b299,Dinah's Family Restaurant,Dinah's Family Restaurant,Los Angeles,90045.0,6521 S Sepulveda Blvd,3106450456.0,American,,diners,american (traditional),2.0,3.0,958,2.5,4.0,235,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0
31371,a914,b736,Humble Potato,Humble Potato - the original Hambaga,Los Angeles,90045.0,8321 Lincoln Blvd,3239892242.0,American,,american (new),burgers,2.0,4.0,785,2.5,4.5,36,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1200.0,2200.0,1200.0,2200.0
31428,a918,b35,Aliki's Greek Taverna,Aliki's Greek Taverna,Los Angeles,90045.0,5862 Arbor Vitae St,3106459555.0,Mediterranean,Greek,greek,mediterranean,2.0,4.5,795,2.5,4.5,329,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
31639,a922,b2829,Dave & Buster's,Dave & Buster's Restaurant,Los Angeles,90045.0,6081 Center Dr,3108469950.0,American,,bars,american (traditional),2.0,2.5,784,2.5,3.5,44,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,100.0,1100.0,100.0,1100.0,100.0,1100.0,2400.0
31668,a923,b1115,Benny's Tacos & Chicken Rotisserie,Benny's Tacos & Chicken Rotisserie,Los Angeles,90045.0,7101 W Manchester Ave,3106708226.0,Mexican,American,mexican,tex-mex,1.0,4.0,775,2.5,4.0,30,830.0,2200.0,830.0,2200.0,830.0,2200.0,830.0,2200.0,830.0,2200.0,830.0,2200.0,830.0,2200.0
31732,a926,b811,Kabuki Japanese Restaurant,Kabuki Japanese Restaurant,Los Angeles,90045.0,6081 Center Dr,3106415524.0,Japanese,Sushi,japanese,sushi bars,2.0,3.5,674,2.5,4.0,68,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2230.0,1100.0,2230.0,1100.0,2200.0
31825,a929,b1625,The Ramen Joint,The Ramen Joint,Los Angeles,90045.0,6220 W 87th St,4242279328.0,Japanese,Asian,ramen,,2.0,4.5,691,,4.0,18,1130.0,1415.0,1730.0,2130.0,1130.0,1415.0,1730.0,2130.0,1130.0,1415.0,1730.0,2130.0,1130.0,1415.0
31944,a935,b631,Paco's Tacos,Paco's Tacos,Los Angeles,90045.0,6212 W Manchester Ave,3106458692.0,Mexican,Latin,mexican,,2.0,3.5,600,2.5,4.0,95,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0
32067,a1075,b2695,TGI Fridays,TGI Friday's,Los Angeles,90045.0,6721 La Tijera Blvd,3103371143.0,American,,american (traditional),,2.0,2.0,469,2.5,3.5,46,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0,1100.0,2400.0
32140,a1076,b2737,Derrick's Jamaican Cuisine,Derrick's Jamaican Cuisine,Los Angeles,90045.0,6806 La Tijera Blvd,3106417572.0,Caribbean,Jamaican,caribbean,,2.0,3.5,262,2.5,4.0,24,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2400.0,1100.0,2200.0,1100.0,2200.0,1100.0,2100.0
32801,a2178,b169,Daily Grill,Daily Grill on Century,Los Angeles,90045.0,5410 W Century Blvd,3106650149.0,American,Vegetarian Friendly,american (traditional),wine bars,2.0,3.5,286,2.5,4.0,333,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2300.0,600.0,2300.0,600.0,2200.0
32878,a2179,b400,Denny's,Denny's - Century Blvd.,Los Angeles,90045.0,5535 W Century,3104101712.0,American,Gluten Free Options,diners,breakfast & brunch,1.0,2.5,198,1.0,4.0,661,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0
33257,a2184,b1270,96th Street Bistro,96th Street Bistro,Los Angeles,90045.0,9620 Airport Blvd,3103372800.0,American,,steakhouses,american (new),2.0,3.0,34,2.5,4.0,80,600.0,1400.0,600.0,1400.0,600.0,1400.0,600.0,1400.0,600.0,1400.0,600.0,1400.0,600.0,1400.0
33333,a2185,b1458,Trimana,Trimana,Los Angeles,90045.0,5757 W Century Blvd,3106410699.0,Vegetarian Friendly,,restaurants,,1.0,2.0,28,1.0,4.5,19,630.0,1700.0,630.0,1700.0,630.0,1700.0,630.0,1700.0,630.0,1700.0,630.0,1530.0,,
33482,a2187,b1645,Andiamo,Andiamo,Los Angeles,90045.0,5711 W Century Blvd,3104104000.0,Italian,International,italian,,3.0,3.0,19,4.0,3.5,70,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0
33551,a2188,b1554,The Cafe at the LAX Hilton,The Bistro,Los Angeles,90045.0,5711 W Century Blvd,3104104000.0,Cafe,,american (traditional),,2.0,3.0,20,2.5,4.0,26,,,,,,,,,,,,,,
33562,a2188,b1981,The Cafe at the LAX Hilton,The Cafe,Los Angeles,90045.0,5711 W Century Blvd,3104104000.0,American,Cafe,american (traditional),,2.0,3.0,20,2.5,3.5,30,,,,,,,,,,,,,,
34448,a2244,b2842,Courtyard Cafe,Courtyard Cafe,Los Angeles,90045.0,8939 S Sepulveda Blvd,3104100770.0,American,,cafes,breakfast & brunch,1.0,4.5,146,,5.0,7,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1600.0,700.0,1200.0,700.0,1600.0
35646,a2261,b1868,Unity LA,Unity LA Restaurant,Los Angeles,90045.0,6225 W Century Blvd,4247021234.0,,,breakfast & brunch,asian fusion,2.0,3.5,19,2.5,4.0,19,500.0,1100.0,1700.0,2200.0,500.0,1100.0,1700.0,2200.0,500.0,1100.0,1700.0,2200.0,500.0,1100.0
36222,a2270,b1868,Century Restaurant,Unity LA Restaurant,Los Angeles,90045.0,6225 W Century Blvd,,,,american (new),,,3.0,1,2.5,4.0,19,530.0,2200.0,530.0,2200.0,530.0,2200.0,530.0,2200.0,530.0,2200.0,530.0,2200.0,530.0,2200.0
36325,a155,b120,Guisados,Guisados,Los Angeles,90033.0,2100 East Cesar E Chavez Ave,3232647201.0,Mexican,Latin,mexican,,1.0,4.5,2122,1.0,4.5,80,1030.0,2000.0,1030.0,2000.0,1030.0,2000.0,1030.0,2000.0,1030.0,2100.0,900.0,2100.0,900.0,1700.0
36363,a196,b2003,Brunello Trattoria,Brunello Trattoria,Culver City,90232.0,6001 Washington Blvd,3102803856.0,Italian,,italian,pizza,2.0,4.0,526,2.5,4.5,35,1130.0,1500.0,1700.0,2100.0,1130.0,1500.0,1700.0,2100.0,1130.0,1500.0,1700.0,2100.0,1130.0,1500.0
36377,a197,b2844,JR's Barbeque,JR's Genuine Barbeque,Culver City,90232.0,3055 La Cienega Blvd,3108376838.0,Barbecue,American,barbeque,,2.0,3.5,498,2.5,4.5,20,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2200.0,1100.0,2200.0,1100.0,1800.0
36422,a424,b554,Tender Greens,Tender Greens,Culver City,90232.0,9523 Culver Blvd,3108428300.0,American,Healthy,american (new),salad,2.0,4.0,1914,2.5,4.5,147,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2200.0,1100.0,2200.0,1100.0,2100.0
36439,a427,b1378,Rush Street,Rush Street,Culver City,90232.0,9546 Washington Blvd,3108379546.0,American,Gluten Free Options,american (new),sports bars,2.0,3.5,1915,2.5,4.0,121,1130.0,2330.0,1130.0,2330.0,1130.0,2330.0,1130.0,130.0,1130.0,130.0,1030.0,130.0,1030.0,2330.0
36460,a605,b1303,Public School 310,Public School 310,Culver City,90232.0,9411 Culver Blvd,3105580414.0,American,,american (new),gastropubs,2.0,3.5,1446,2.5,4.0,132,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1130.0,2300.0,1100.0,2300.0
36468,a611,b825,Akasha,Akasha Restaurant & Bakery,Culver City,90232.0,9543 Culver Blvd,3108451700.0,American,Vegetarian Friendly,american (new),coffee & tea,2.0,3.5,1314,2.5,4.0,180,800.0,2130.0,800.0,2130.0,800.0,2130.0,800.0,2130.0,800.0,2230.0,900.0,2230.0,1030.0,2100.0
36502,a1170,b1071,Metro Cafe,Metro Cafe,Culver City,90232.0,11188 Washington Pl,3105596821.0,American,Cafe,american (new),diners,2.0,4.0,964,2.5,4.5,164,700.0,1500.0,700.0,1500.0,1800.0,2200.0,700.0,1500.0,1800.0,2200.0,700.0,1500.0,1800.0,2200.0
36588,a1397,b646,Meet in Paris,Meet in Paris,Culver City,90232.0,9727 Culver Blvd,3108158222.0,French,European,french,bars,2.0,4.0,1210,2.5,4.5,177,1030.0,2130.0,1030.0,2145.0,1030.0,2145.0,1030.0,2145.0,1030.0,2230.0,900.0,2230.0,900.0,2130.0
36618,a1400,b2392,Cafe Vida,Cafe Vida,Culver City,90232.0,9755 Culver Blvd,3102870140.0,American,International,breakfast & brunch,cafes,2.0,4.0,931,2.5,4.5,41,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2200.0,800.0,2200.0,800.0,2200.0,800.0,2100.0
36624,a1401,b1219,The Wallace,The Wallace,Culver City,90232.0,3833 Main St,3102026400.0,American,Spanish,american (new),tapas/small plates,2.0,4.0,930,2.5,4.5,91,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0,1730.0,2200.0,1130.0,1400.0
36694,a1408,b2223,The Culver Hotel Bar & Restaurant,The Culver Hotel,Culver City,90232.0,9400 Culver Blvd,3105589400.0,American,Gluten Free Options,american (new),breakfast & brunch,2.0,4.0,586,2.5,4.0,87,700.0,2400.0,700.0,2400.0,700.0,2400.0,700.0,100.0,700.0,200.0,700.0,200.0,700.0,2400.0
36750,a425,b394,Versailles Restaurant,Versailles Restaurant,Los Angeles,90034.0,10319 Venice Blvd,3105583168.0,Latin,Cuban,cuban,,2.0,4.0,1938,2.5,4.0,154,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0,1100.0,2200.0
36777,a600,b777,Gloria's Cafe,Gloria's Cafe,Los Angeles,90034.0,10227 Venice Blvd,3108380963.0,Mexican,Latin,mexican,seafood,2.0,4.0,1462,2.5,4.5,60,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
36811,a610,b1696,The Overland Tap + Kitchen,Overland Cafe,Los Angeles,90034.0,3601 Overland Ave,3105599999.0,American,Cafe,american (new),breakfast & brunch,2.0,3.5,1281,2.5,4.0,37,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2200.0,700.0,2300.0,800.0,2200.0,800.0,2200.0
36832,a613,b968,Simpang Asia,Simpang Asia,Los Angeles,90034.0,10433 National Blvd,3108159075.0,Asian,Indonesian,indonesian,malaysian,2.0,4.0,1206,1.0,4.5,44,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
36859,a1147,b996,Tara's Himalayan Cuisine,Tara's Himalayan Cuisine,Los Angeles,90034.0,10855 Venice Blvd,3108369696.0,Indian,Asian,himalayan/nepalese,indian,2.0,4.0,989,2.5,4.0,48,1200.0,2200.0,1200.0,2200.0,1200.0,2200.0,1200.0,2200.0,1200.0,2300.0,1200.0,2300.0,1200.0,2200.0
36900,a1149,b2738,Thai Boom,Thai Boom,Los Angeles,90034.0,10863 W Venice Blvd,3108428291.0,Thai,,thai,seafood,1.0,3.5,917,,4.5,9,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
36939,a1158,b1393,The Vegan Joint,The Vegan Joint,Los Angeles,90034.0,10438 National Blvd,3105591357.0,American,Asian,vegan,,1.0,3.5,706,1.0,4.0,33,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2200.0,900.0,2200.0,900.0,2100.0
