name,category_1,category_2,address,city,zipcode,phone,price,rating,review_count,hours_sun_open,hours_sun_close,hours_mon_open,hours_mon_close,hours_tue_open,hours_tue_close,hours_wed_open,hours_wed_close,hours_thu_open,hours_thu_close,hours_fri_open,hours_fri_close,hours_sat_open,hours_sat_close
California Pizza Kitchen,American,Pizza,99 N Los Robles Ave,Pasadena,91101,6265859020.0,2.5,4.0,134,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1130.0,2300.0
Katsuya,Japanese,Sushi,16542 Ventura Blvd,Los Angeles,91436,8187882396.0,2.5,4.5,53,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1130.0,1430.0,1700.0,1200.0
Le Pain Quotidien,French,American,13045 Ventura Blvd,Los Angeles,91604,8189861929.0,2.5,4.5,31,730.0,1900.0,730.0,1900.0,730.0,1900.0,730.0,1900.0,730.0,1900.0,730.0,1900.0,730.0,1900.0
Dave & Buster's,American,,6801 Hollywood Blvd,Los Angeles,90028,3236032400.0,2.5,4.0,98,,,,,,,,,,,,,,
Akasha Restaurant & Bakery,American,Vegetarian Friendly,9543 Culver Blvd,Culver City,90232,3108451700.0,2.5,4.0,180,1030.0,2100.0,800.0,2130.0,800.0,2130.0,800.0,2130.0,800.0,2130.0,800.0,2230.0,900.0,2230.0
Mendocino Farms,American,Vegetarian Friendly,175 S Fairfax Ave,Los Angeles,90036,3239344261.0,1.0,4.5,29,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0
Lemonade,American,Vegetarian Friendly,250 S Grand Ave,Los Angeles,90012,2136280200.0,1.0,4.0,54,1100.0,1800.0,1100.0,1800.0,1100.0,1800.0,1100.0,1800.0,1100.0,2000.0,1100.0,1800.0,1100.0,1800.0
Bulan Thai Vegetarian Restaurant,Asian,Thai,7168 Melrose Ave,Los Angeles,90046,3238571882.0,2.5,4.5,41,1100.0,2200.0,1100.0,1600.0,1100.0,1600.0,1100.0,1600.0,1100.0,1600.0,1100.0,1600.0,1100.0,2200.0
Central Grille,Vegetarian Friendly,,801 N Central Ave,Glendale,91203,8182464994.0,2.5,4.5,27,,,,,,,,,,,,,,
Neil's Pasta & Seafood Grill,Italian,Seafood,383 W 5th St,Los Angeles,90013,3105483495.0,2.5,4.5,47,,,1100.0,1400.0,1100.0,1400.0,1100.0,1400.0,1100.0,1400.0,1100.0,1400.0,500.0,2200.0
IHOP,American,,8600 S Sepulveda Blvd,Los Angeles,90045,3104104457.0,1.0,4.0,91,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0
Dune,Lebanese,Middle Eastern,3143 Glendale Blvd,Los Angeles,90039,3234867073.0,1.0,4.5,24,,,,,,,,,,,,,,
Jaipur Cuisine of India,Indian,,10916 W Pico Blvd,Los Angeles,90064,3104704994.0,2.5,4.0,47,1100.0,1500.0,1100.0,1500.0,1100.0,1500.0,1100.0,1500.0,1100.0,1500.0,1100.0,1500.0,1100.0,1500.0
Crepes Sans Frontieres,French,Cafe,541 S Spring St,Los Angeles,90013,2136233606.0,2.5,4.5,32,900.0,1600.0,,,1100.0,1400.0,1100.0,1400.0,1100.0,1400.0,1100.0,1400.0,900.0,1600.0
Smitty's Grill,American,Steakhouse,110 S Lake Ave,Pasadena,91101,6267929999.0,2.5,4.0,151,1700.0,2100.0,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2230.0,1730.0,2230.0
Cafe Vida,American,Cafe,15317 Antioch St,Los Angeles,90272,3105731335.0,2.5,4.0,66,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0,800.0,2100.0
Jitlada Restaurant,Asian,Thai,5233 1/2 W Sunset Blvd,Los Angeles,90027,3236679809.0,2.5,4.0,129,1100.0,2300.0,,,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2300.0,1100.0,2300.0
barbrix,,,2442 Hyperion Ave,Los Angeles,90027,3236622442.0,2.5,4.5,49,1800.0,2300.0,1800.0,2300.0,1800.0,2300.0,1800.0,2300.0,1800.0,2300.0,1800.0,1200.0,1800.0,1200.0
HomeState - A Texas Kitchen,Mexican,American,4624 Hollywood Blvd,Los Angeles,90027,3239061122.0,1.0,4.5,30,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0
EnjoEat Classico,Italian,Pizza,3918 Van Buren Pl,Los Angeles,,3108377004.0,2.5,4.5,29,,,1700.0,2130.0,1700.0,2130.0,1700.0,2130.0,1700.0,2130.0,1700.0,2130.0,,
Canoe House,American,,805 Fair Oaks Ave,South Pasadena,91030,6267994169.0,2.5,4.0,68,830.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,830.0,2300.0
Panzanella Ristorante,Italian,Gluten Free Options,14928 Ventura Blvd,Los Angeles,91403,8187844400.0,4.0,4.0,63,1730.0,2200.0,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1730.0,2300.0,1730.0,2300.0
John O' Groats,American,Cafe,10516 W Pico Blvd,Los Angeles,90064,8185012366.0,2.5,4.0,72,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0,700.0,1500.0
Tender Greens,American,Healthy,621 E Colorado Blvd,Pasadena,91101,6264051511.0,2.5,4.0,93,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2100.0,1130.0,2200.0,1130.0,2200.0
Sanamluang Cafe,Asian,Thai,5176 Hollywood Blvd,Los Angeles,90027,3236608006.0,1.0,4.0,83,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0
Merkato Restaurant,African,Ethiopian,1036 1/2 S Fairfax Ave,Los Angeles,90019,3239351775.0,2.5,4.5,35,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0
Ledlow,American,Vegetarian Friendly,400 S Main St,Los Angeles,90013,2136877000.0,2.5,4.5,39,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0,800.0,1500.0
Pita Bar and Grill,Mediterranean,Middle Eastern,519 N Fairfax Ave,Los Angeles,90036,3236539024.0,1.0,4.5,28,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0
AstroBurger,American,Fast Food,5601 Melrose Ave,West Hollywood,90038,3234691924.0,1.0,4.5,41,900.0,1200.0,700.0,1200.0,700.0,1200.0,700.0,1200.0,700.0,1200.0,700.0,100.0,700.0,100.0
Javan Restaurant,Middle Eastern,Persian,11500 Santa Monica Blvd,Los Angeles,90025,3102075555.0,2.5,4.0,64,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1100.0,1200.0,1100.0,1200.0
Scarantino's Italian Inn,Italian,,1524 E Colorado St,Glendale,91205,8182479777.0,2.5,4.0,47,1500.0,2100.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1630.0,2200.0
Trois Mec,French,,716 Highland Avenue,Los Angeles,,3234848588.0,4.0,4.0,78,,,1800.0,2300.0,1800.0,2300.0,1800.0,2300.0,1800.0,2300.0,1800.0,2300.0,,
Vito's Pizza,Italian,Pizza,846 N La Cienega Blvd,Los Angeles,90069,3106526859.0,2.5,4.5,85,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,1200.0,1100.0,1200.0
Cafe Med,Italian,Pizza,8615 W Sunset Blvd,West Hollywood,90069,3106520445.0,2.5,4.0,182,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0
Tallyrand,American,Gluten Free Options,1700 W Olive Ave,Burbank,91506,8188469904.0,2.5,4.5,171,600.0,2100.0,600.0,2100.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0
Beauty & Essex,American,Vegetarian Friendly,1615 N Cahuenga Blvd,Los Angeles,90028,3236768880.0,4.0,4.5,39,,,,,,,,,,,,,,
Ramen Tatsunoya,Japanese,Asian,16 N Fair Oaks Ave,Pasadena,91103,6264321768.0,1.0,4.5,37,,,,,,,,,,,,,,
FIN,Japanese,Sushi,12223 W Washington Blvd,Los Angeles,90066,3103988611.0,2.5,5.0,26,1500.0,2100.0,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1700.0,2300.0,1500.0,100.0,1500.0,100.0
Girasol,American,Gluten Free Options,11334 Moorpark St,Los Angeles,91602,8189242323.0,4.0,4.0,66,1100.0,1500.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2300.0,1700.0,2300.0
Sugarfish by Sushi Nozawa,Japanese,Sushi,11288 Ventura Blvd,Los Angeles,91604,8187622322.0,2.5,4.5,41,2400.0,2100.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0
Cicada Restaurant,Italian,American,617 S Olive St,Los Angeles,90014,2134889488.0,4.0,4.0,67,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0,1000.0,2300.0
Ulysses Voyage,Mediterranean,Greek,6333 W 3rd St,Los Angeles,90036,3239399728.0,2.5,4.0,99,900.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2300.0,1100.0,2300.0
Sushi Go 55,Japanese,Sushi,333 S Alameda St Ste 317,Los Angeles,90013,2136870777.0,2.5,4.5,31,1730.0,1900.0,1730.0,1900.0,1730.0,1900.0,1730.0,1900.0,1730.0,1900.0,1730.0,1900.0,1730.0,1900.0
Smeraldi's,American,Italian,506 S Grand Ave,Los Angeles,90071,2136121562.0,2.5,4.0,87,630.0,1400.0,630.0,1400.0,630.0,1400.0,630.0,1400.0,630.0,1400.0,630.0,1400.0,630.0,1400.0
Eastside Market,Italian,American,1013 Alpine St,Los Angeles,90012,2132502464.0,1.0,4.5,33,,,800.0,1600.0,800.0,1600.0,800.0,1600.0,800.0,1600.0,800.0,1600.0,800.0,1400.0
IT'S PHO Hollywood,Asian,Vietnamese,1821 N Cahuenga Blvd,Los Angeles,90028,3233807998.0,1.0,4.5,33,1100.0,1200.0,1100.0,1200.0,1100.0,1200.0,1100.0,1200.0,1100.0,1200.0,1100.0,1200.0,1100.0,1200.0
Morton's The Steakhouse,American,Vegetarian Friendly,735 S Figueroa St,Los Angeles,90017,2135534566.0,4.0,4.0,79,1700.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1700.0,2200.0
Arnie Morton's The Steakhouse - Woodland Hills,American,Steakhouse,6250 Canoga Ave,Los Angeles,91367,8187037272.0,4.0,4.5,51,1700.0,2200.0,1730.0,2200.0,1730.0,2200.0,1730.0,2200.0,1730.0,2200.0,1730.0,2300.0,1730.0,2300.0
The Roof,American,Vegetarian Friendly,The Hotel Wilshire,Los Angeles,,3238526002.0,2.5,4.0,91,700.0,2300.0,700.0,2300.0,700.0,2300.0,700.0,2300.0,700.0,2300.0,700.0,100.0,700.0,100.0
Santouka Ramen,Japanese,Asian,3760 S Centinela Ave,Los Angeles,90066,3103911101.0,1.0,4.5,48,1100.0,2030.0,1100.0,2030.0,1100.0,2030.0,1100.0,2030.0,1100.0,2030.0,1100.0,2030.0,1100.0,2030.0
Hal's Bar & Grill,American,,1349 Abbot Kinney Blvd,Los Angeles,90291,3103963105.0,2.5,4.0,96,1000.0,300.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1130.0,200.0,1000.0,300.0
Ahgassi Gopchang,Asian,Korean,3744 W 6th St,Los Angeles,90020,2132499678.0,2.5,4.5,25,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0,1100.0,200.0
Tumanyan Khinkali Factory,Eastern European,Vegetarian Friendly,113 N Maryland Ave,Glendale,91206,8186491015.0,2.5,4.5,27,,,,,,,,,,,,,,
Larchmont Bungalow,American,Cafe,107 N Larchmont Blvd,Los Angeles,90004,3234611528.0,2.5,4.0,62,730.0,2100.0,730.0,2100.0,730.0,2100.0,730.0,2100.0,730.0,2100.0,730.0,2130.0,730.0,2100.0
Magee's,Mexican,American,6333 W 3rd St,Los Angeles,90036,3239384127.0,1.0,4.5,29,1000.0,1900.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0,900.0,2100.0
Petty Cash Taqueria,Mexican,Latin,7360 Beverly Blvd,Los Angeles,90036,3239335300.0,2.5,4.0,69,2400.0,2300.0,1700.0,2300.0,1700.0,1200.0,1700.0,1200.0,1700.0,1200.0,2400.0,1200.0,2400.0,1200.0
Mendocino Farms,American,Vegetarian Friendly,14141 Ventura Blvd,Los Angeles,91423,8182059744.0,2.5,4.5,34,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0
Franklin & Company Tavern,American,,5923 Franklin Ave,Los Angeles,90028,3234631552.0,2.5,4.5,37,1100.0,1200.0,1100.0,1200.0,1100.0,1200.0,1100.0,1200.0,1100.0,1200.0,1100.0,200.0,1100.0,200.0
The Counter,American,,10123 Riverside Dr Ste A,Los Angeles,91602,8185091881.0,2.5,4.0,55,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
The Farm of Beverly Hills,American,Gluten Free Options,439 N Beverly Dr,Beverly Hills,90210,3102735578.0,2.5,4.0,241,800.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,730.0,2000.0,800.0,2000.0
Pecorino,Italian,,11604 San Vicente Blvd,Los Angeles,90049,3105713800.0,4.0,4.5,57,1700.0,2130.0,1130.0,1430.0,1130.0,1430.0,1130.0,1430.0,1130.0,1430.0,1130.0,1430.0,1730.0,2230.0
Susan Feniger's Street,,,742 N Highland Ave,Los Angeles,90038,3232030500.0,4.0,4.0,76,,,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1100.0,2300.0,1100.0,1500.0
Fundamental,American,,1303 Westwood Blvd,Los Angeles,90024,3104447581.0,2.5,4.5,41,,,,,1100.0,1500.0,1100.0,1500.0,1100.0,1500.0,1100.0,1500.0,1730.0,2300.0
Vinh Loi Tofu Vietnamese Vegan Restaurant,Asian,Vietnamese,18625 Sherman Way Ste 101,Los Angeles,91335,8189969779.0,2.5,5.0,27,1100.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0,1000.0,2100.0
Ruth's Chris Steak House,American,Steakhouse,224 S Beverly Dr,Beverly Hills,90212,3108598744.0,4.0,4.5,185,1600.0,2130.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2230.0,1600.0,2230.0
Hilton Garden Inn,American,,2005 N Highland Ave,Los Angeles,90068,3238768600.0,2.5,4.5,36,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0,1200.0,2359.0
Prado,Caribbean,Latin,244 N Larchmont Blvd,Los Angeles,90004,3234673871.0,2.5,4.5,46,,,1100.0,1500.0,1100.0,1500.0,1100.0,1500.0,1100.0,1500.0,1100.0,1500.0,1700.0,2100.0
Bombay Palace,Indian,Asian,8690 Wilshire Blvd,Beverly Hills,90211,3106599944.0,2.5,4.5,69,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1730.0,2230.0,1130.0,1500.0,1730.0,2345.0
Public School 818,American,,15300 Ventura Blvd,Los Angeles,91403,8187289818.0,2.5,4.0,58,,,,,,,,,,,,,,
Blossom Restaurant,Asian,Vietnamese,426 S Main St,Los Angeles,90013,2136231973.0,2.5,4.0,50,1730.0,2200.0,1730.0,2200.0,1730.0,2200.0,1730.0,2200.0,1730.0,2200.0,1730.0,2200.0,1730.0,2200.0
Polo Lounge at the Beverly Hills Hotel,American,Vegetarian Friendly,9641 Sunset Blvd,Beverly Hills,90210,3108872777.0,4.0,4.5,707,700.0,130.0,700.0,130.0,700.0,130.0,700.0,130.0,700.0,130.0,700.0,130.0,700.0,130.0
Astro Burger,American,Fast Food,7475 Santa Monica Blvd,Los Angeles,90046,,1.0,4.0,60,900.0,1200.0,700.0,1200.0,700.0,1200.0,700.0,1200.0,700.0,1200.0,700.0,100.0,700.0,100.0
Kanpai Sushi Bar and Grill,Japanese,Sushi,8736 S Sepulveda Blvd,Los Angeles,90045,3106700533.0,2.5,4.5,32,,,,,,,,,,,,,,
Doughboys Cafe,American,Cafe,8136 W 3rd St,Los Angeles,90048,,2.5,4.5,59,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,700.0,2000.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0
La Cabana Restaurant,Mexican,Latin,738 Rose Ave,Los Angeles,90291,3103926161.0,2.5,4.0,75,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0
Alimento,Italian,Vegetarian Friendly,1720 Silver Lake Blvd,Los Angeles,90026,22392828888.0,2.5,4.0,49,1730.0,2200.0,,,1730.0,2200.0,1730.0,2200.0,1730.0,2200.0,1730.0,1200.0,1730.0,1200.0
Spring,French,European,257 S Spring St,Los Angeles,90012,2133725189.0,4.0,4.0,50,,,,,,,,,,,,,,
Lemonade,Vegetarian Friendly,Vegan Options,626 N Larchmont Blvd,Los Angeles,90004,3234640700.0,1.0,4.5,25,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0
Upstairs 2,American,Mediterranean,2311 Cotner Ave,Los Angeles,90064,3102310415.0,4.0,4.5,48,,,,,,,1700.0,2200.0,1700.0,2200.0,1700.0,2300.0,1700.0,2300.0
Kagura Downtown,Japanese,Sushi,137 Japanese Village Plaza Mall,Los Angeles,90012,2136809686.0,2.5,4.0,46,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0
Maximiliano,Italian,Pizza,5930 York Blvd,Los Angeles,90042,3237396125.0,2.5,4.5,41,1000.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2200.0,1700.0,2300.0,1000.0,2300.0
Papilles Restaurant,French,European,6221 Franklin Ave,West Hollywood,,,2.5,4.5,46,1730.0,2230.0,,,1800.0,2230.0,1800.0,2230.0,1800.0,2230.0,1800.0,2230.0,1730.0,2230.0
Deus Ex Machina - Emporium of Post Modern Activities,Cafe,,1001 Venice Blvd,Los Angeles,90015,8885153387.0,1.0,5.0,22,,,,,,,,,,,,,,
Cha Cha Cha,Caribbean,,656 N Virgil Ave,Los Angeles,90004,3236647723.0,2.5,4.0,79,900.0,2130.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2200.0,1000.0,2230.0,900.0,2230.0
Firenze Osteria,Italian,,4212 Lankershim Blvd,Los Angeles,91602,8187607081.0,2.5,4.5,50,1700.0,2100.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1700.0,2300.0
Aro Latin,Mexican,Latin,1019 Mission St,South Pasadena,91030,6267999400.0,2.5,4.5,26,1100.0,2300.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2300.0,1100.0,2300.0
Sunny Spot,Caribbean,American,822 Washington Blvd,Los Angeles,,3104488884.0,2.5,4.0,70,1700.0,1200.0,1700.0,1200.0,1700.0,1200.0,1700.0,1200.0,1700.0,200.0,1700.0,200.0,1700.0,200.0
Dulan's On Crenshaw,American,,4859 Crenshaw Blvd,Los Angeles,90043,3232963034.0,2.5,4.5,33,1100.0,2000.0,1100.0,2000.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0
Italy's Little Kitchen,Italian,,8516 Lincoln Blvd,Los Angeles,90045,3106451220.0,2.5,4.0,111,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2230.0,1100.0,2300.0,1100.0,2300.0
Stella barra pizzeria,Pizza,Italian,1470 N Cahuenga Blvd,Los Angeles,90028,3233014001.0,2.5,4.5,42,900.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,2300.0,800.0,1200.0,900.0,1200.0
Village Pizzeria,Italian,Pizza,131 N Larchmont Blvd,Los Angeles,90004,3234655566.0,1.0,4.5,50,2400.0,2100.0,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2130.0,1130.0,2200.0,1130.0,2200.0
Singapore's Banana Leaf,Asian,Indonesian,6333 W 3rd St,Los Angeles,90036,3239334627.0,1.0,4.0,97,1100.0,1900.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0,1100.0,2100.0
Marie Callender Pie Shop,American,,5773 Wilshire Blvd,Los Angeles,90036,3239377952.0,2.5,4.0,60,1000.0,2200.0,730.0,2200.0,730.0,2200.0,730.0,2200.0,730.0,2200.0,730.0,2200.0,1000.0,2200.0
Panera Bread,American,Soups,8647 S Sepulveda Blvd,Los Angeles,90045,3106419200.0,1.0,4.0,53,600.0,2300.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2200.0,600.0,2300.0
Homegirl Cafe,Mexican,American,1818 E 1st St,Los Angeles,90033,3232689353.0,2.5,4.5,45,,,830.0,230.0,830.0,230.0,830.0,230.0,830.0,230.0,830.0,230.0,830.0,230.0
Millennium Biltmore Hotel Los Angeles,,,506 S Grand Ave,Los Angeles,90071,2136241011.0,2.5,3.5,130,1600.0,200.0,1600.0,200.0,1600.0,200.0,1600.0,200.0,1600.0,200.0,1600.0,200.0,1600.0,200.0
Eataly,Italian,Pizza,10250 Santa Monica Boulevard,Los Angeles,,2133108000.0,2.5,4.0,76,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,2300.0,900.0,2300.0
Umami Burger,American,,49 E Colorado Blvd,Pasadena,91105,6267998626.0,2.5,4.0,54,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,1200.0,1100.0,1200.0
Oscar's Cerveteca,Mexican,American,523 Rose Ave,Los Angeles,90291,3103108937.0,2.5,4.5,43,1000.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,1200.0,1000.0,1200.0
San Carlo Italian Deli,Italian,Delicatessen,10178 Mason Ave,Los Angeles,91311,8187270890.0,,5.0,25,,,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1830.0,900.0,1730.0
Sidewalk Grill,Mediterranean,Vegetarian Friendly,1727 N Vermont Ave,Los Angeles,90027,3236693354.0,1.0,4.5,26,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0
Joe's Pizza on Hollywood,American,Pizza,6504 Hollywood Blvd,West Hollywood,,3234679500.0,1.0,4.5,40,1000.0,2300.0,1000.0,400.0,1000.0,2300.0,1000.0,2300.0,1000.0,400.0,1000.0,400.0,1000.0,400.0
Curry House,Asian,Japanese,123 Astronaut E S Onizuka St,Los Angeles,90012,2136877344.0,2.5,4.0,58,2400.0,2130.0,1145.0,2200.0,1145.0,2200.0,1145.0,2200.0,1145.0,2200.0,1130.0,2230.0,2400.0,2230.0
Spring Street Smokehouse,American,Barbecue,640 N Spring St,Los Angeles,90012,2136260535.0,2.5,4.0,63,800.0,1400.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0,700.0,2000.0
Carousel Restaurant,Lebanese,Mediterranean,5112 Hollywood Blvd,Los Angeles,90027,3236608060.0,2.5,4.5,39,1030.0,2100.0,,,1130.0,2200.0,1130.0,2200.0,1130.0,2200.0,1130.0,2300.0,1030.0,2300.0
Blue Dog Beer Tavern,American,,4524 Saugus Ave,Los Angeles,91403,8189902583.0,2.5,4.0,59,1100.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1130.0,2300.0,1100.0,2300.0
Upstairs Bar at the Ace Hotel,American,,929 S Broadway,Los Angeles,90015,2136233233.0,2.5,4.0,40,,,,,,,,,,,,,,
Urban Plates,American,Vegetarian Friendly,12746 W Jefferson Blvd,Los Angeles,90094,4242567274.0,2.5,4.0,35,,,,,,,,,,,,,,
Sushi Zo,Japanese,Sushi,9824 National Blvd,Los Angeles,90034,4242015576.0,4.0,4.5,45,,,2400.0,1400.0,2400.0,1400.0,2400.0,1400.0,2400.0,1400.0,2400.0,1400.0,1800.0,2130.0
Soot Bull Jeep,Barbecue,Asian,3136 W 8th St,Los Angeles,90005,2133873865.0,2.5,4.5,48,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0,1100.0,2300.0
Jones,Italian,American,7201 Santa Monica Blvd,West Hollywood,90046,3238501726.0,2.5,4.0,63,1900.0,300.0,2400.0,200.0,2400.0,200.0,2400.0,200.0,2400.0,200.0,2400.0,200.0,1900.0,300.0
The Cat & Fiddle Pub and Restaurant,British,,742 N Highland Ave,Los Angeles,90038,3234683800.0,2.5,4.0,80,1030.0,1200.0,1130.0,1200.0,1130.0,1200.0,1130.0,1200.0,1130.0,1200.0,1130.0,100.0,1030.0,100.0
Mario's Peruvian & Seafood,Peruvian,Seafood,5786 Melrose Ave,Los Angeles,90038,3234664181.0,2.5,4.0,111,1130.0,2000.0,1130.0,2000.0,1130.0,2000.0,1130.0,2000.0,1130.0,2000.0,1130.0,2130.0,1130.0,2130.0
The Carving Board,American,International,18607 Ventura Blvd #100,Los Angeles,,8183423200.0,2.5,4.5,33,1100.0,1700.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0,1030.0,2100.0
In-N-Out Burger,Fast Food,,1090 N Western Ave,Los Angeles,90029,8007861000.0,1.0,5.0,21,1030.0,100.0,1030.0,100.0,1030.0,100.0,1030.0,100.0,1030.0,100.0,1030.0,130.0,1030.0,130.0
Soi 7 @ Maison Metro,Asian,Thai,518 W 7th St,Los Angeles,90014,2135370333.0,2.5,4.5,45,2400.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2200.0,1100.0,2230.0,2400.0,2230.0
Juicy Burger,American,Fast Food,6340 Hollywood Blvd,Los Angeles,90028,,1.0,4.5,46,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0,1100.0,300.0
